Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:42.841
2,9,Nico RosbergROS,Mercedes,1:42.932
3,8,Romain GrosjeanGRO,Lotus Renault,1:43.058
4,2,Mark WebberWEB,Red Bull Racing Renault,1:43.152
5,10,Lewis HamiltonHAM,Mercedes,1:43.254
6,4,Felipe MassaMAS,Ferrari,1:43.890
7,3,Fernando AlonsoALO,Ferrari,1:43.938
8,5,Jenson ButtonBUT,McLaren Mercedes,1:44.282
9,19,Daniel RicciardoRIC,STR Ferrari,1:44.439
10,12,Esteban Gutierrez GUT,Sauber Ferrari,
11,11,Nico HulkenbergHUL,Sauber Ferrari,1:44.555
12,18,Jean-Eric VergneVER,STR Ferrari,1:44.588
13,7,Kimi RäikkönenRAI,Lotus Renault,1:44.658
14,6,Sergio PerezPER,McLaren Mercedes,1:44.752
15,15,Adrian SutilSUT,Force India Mercedes,1:45.185
16,17,Valtteri BottasBOT,Williams Renault,1:45.388
17,14,Paul di RestaDIR,Force India Mercedes,1:46.121
18,16,Pastor MaldonadoMAL,Williams Renault,1:46.619
19,20,Charles PicPIC,Caterham Renault,1:48.111
20,21,Giedo van der GardeVDG,Caterham Renault,1:48.320
21,22,Jules BianchiBIA,Marussia Cosworth,1:48.830
22,23,Max ChiltonCHI,Marussia Cosworth,1:48.930
