Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:25.425
2,10,Lewis HamiltonHAM,Mercedes,1:25.512
3,17,Valtteri BottasBOT,Williams Renault,1:25.897
4,9,Nico RosbergROS,Mercedes,1:26.008
5,2,Mark WebberWEB,Red Bull Racing Renault,1:26.208
6,3,Fernando AlonsoALO,Ferrari,1:26.504
7,18,Jean-Eric VergneVER,STR Ferrari,1:26.543
8,15,Adrian SutilSUT,Force India Mercedes,1:27.348
9,11,Nico HulkenbergHUL,Sauber Ferrari,1:29.435
10,7,Kimi RäikkönenRAI,Lotus Renault,1:27.432
11,19,Daniel RicciardoRIC,STR Ferrari,1:27.946
12,6,Sergio PerezPER,McLaren Mercedes,1:29.761
13,16,Pastor MaldonadoMAL,Williams Renault,1:29.917
14,5,Jenson ButtonBUT,McLaren Mercedes,1:30.068
15,12,Esteban Gutierrez GUT,Sauber Ferrari,1:30.315
16,4,Felipe MassaMAS,Ferrari,1:30.354
17,14,Paul di RestaDIR,Force India Mercedes,1:24.908
18,20,Charles PicPIC,Caterham Renault,1:25.626
19,22,Jules BianchiBIA,Marussia Cosworth,1:26.508
20,23,Max ChiltonCHI,Marussia Cosworth,1:27.062
21,21,Giedo van der GardeVDG,Caterham Renault,1:27.110
22,8,Romain GrosjeanGRO,Lotus Renault,1:25.716
