Pos,No,Driver,Car,Time
1,10,Lewis HamiltonHAM,Mercedes,1:29.398
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:29.501
3,2,Mark WebberWEB,Red Bull Racing Renault,1:29.608
4,7,Kimi RäikkönenRAI,Lotus Renault,1:29.892
5,8,Romain GrosjeanGRO,Lotus Renault,1:29.959
6,19,Daniel RicciardoRIC,STR Ferrari,1:30.528
7,4,Felipe MassaMAS,Ferrari,1:31.126
8,3,Fernando AlonsoALO,Ferrari,1:31.209
9,5,Jenson ButtonBUT,McLaren Mercedes,
10,11,Nico HulkenbergHUL,Sauber Ferrari,
11,9,Nico RosbergROS,Mercedes,1:30.326
12,14,Paul di RestaDIR,Force India Mercedes,1:30.697
13,6,Sergio PerezPER,McLaren Mercedes,1:30.933
14,12,Esteban Gutierrez GUT,Sauber Ferrari,1:31.010
15,15,Adrian SutilSUT,Force India Mercedes,1:31.010
16,18,Jean-Eric VergneVER,STR Ferrari,1:31.104
17,17,Valtteri BottasBOT,Williams Renault,1:31.693
18,16,Pastor MaldonadoMAL,Williams Renault,1:31.707
19,22,Jules BianchiBIA,Marussia Cosworth,1:33.063
20,21,Giedo van der GardeVDG,Caterham Renault,1:33.734
21,23,Max ChiltonCHI,Marussia Cosworth,1:34.098
22,20,Charles PicPIC,Caterham Renault,1:32.937
