Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:36.338
2,2,Mark WebberWEB,Red Bull Racing Renault,1:36.441
3,8,Romain GrosjeanGRO,Lotus Renault,1:37.155
4,11,Nico HulkenbergHUL,Sauber Ferrari,1:37.296
5,10,Lewis HamiltonHAM,Mercedes,1:37.345
6,3,Fernando AlonsoALO,Ferrari,1:37.376
7,6,Sergio PerezPER,McLaren Mercedes,1:37.452
8,7,Heikki KovalainenKOV,Lotus Renault,1:37.715
9,17,Valtteri BottasBOT,Williams Renault,1:37.836
10,19,Daniel RicciardoRIC,STR Ferrari,1:38.131
11,14,Paul di RestaDIR,Force India Mercedes,1:38.139
12,9,Nico RosbergROS,Mercedes,1:38.364
13,4,Felipe MassaMAS,Ferrari,1:38.592
14,18,Jean-Eric VergneVER,STR Ferrari,1:38.696
15,5,Jenson ButtonBUT,McLaren Mercedes,1:38.217
16,15,Adrian SutilSUT,Force India Mercedes,1:39.250
17,16,Pastor MaldonadoMAL,Williams Renault,1:39.351
18,21,Giedo van der GardeVDG,Caterham Renault,1:40.491
19,22,Jules BianchiBIA,Marussia Cosworth,1:40.528
20,12,Esteban Gutierrez GUT,Sauber Ferrari,1:38.034
21,23,Max ChiltonCHI,Marussia Cosworth,1:41.401
22,20,Charles PicPIC,Caterham Renault,1:40.596
