Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:49.674
2,4,Felipe MassaMAS,Ferrari,1:50.587
3,3,Fernando AlonsoALO,Ferrari,1:50.727
4,10,Lewis HamiltonHAM,Mercedes,1:51.699
5,2,Mark WebberWEB,Red Bull Racing Renault,1:52.244
6,9,Nico RosbergROS,Mercedes,1:52.519
7,5,Jenson ButtonBUT,McLaren Mercedes,1:53.175
8,15,Adrian SutilSUT,Force India Mercedes,1:53.439
9,6,Sergio PerezPER,McLaren Mercedes,1:54.136
10,7,Kimi RäikkönenRAI,Lotus Renault,1:52.970
11,8,Romain GrosjeanGRO,Lotus Renault,1:37.636
12,11,Nico HulkenbergHUL,Sauber Ferrari,1:38.125
13,19,Daniel RicciardoRIC,STR Ferrari,1:38.822
14,12,Esteban Gutierrez GUT,Sauber Ferrari,1:39.221
15,14,Paul di RestaDIR,Force India Mercedes,1:44.509
16,16,Pastor MaldonadoMAL,Williams Renault,
17,18,Jean-Eric VergneVER,STR Ferrari,1:38.157
18,17,Valtteri BottasBOT,Williams Renault,1:38.207
19,22,Jules BianchiBIA,Marussia Cosworth,1:38.434
20,20,Charles PicPIC,Caterham Renault,1:39.314
21,23,Max ChiltonCHI,Marussia Cosworth,1:39.672
22,21,Giedo van der GardeVDG,Caterham Renault,1:39.932
