Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:26.479
2,9,Nico RosbergROS,Mercedes,1:27.102
3,3,Fernando AlonsoALO,Ferrari,1:27.539
4,2,Mark WebberWEB,Red Bull Racing Renault,1:27.572
5,10,Lewis HamiltonHAM,Mercedes,1:27.677
6,8,Romain GrosjeanGRO,Lotus Renault,1:27.737
7,19,Daniel RicciardoRIC,STR Ferrari,1:28.052
8,18,Jean-Eric VergneVER,STR Ferrari,1:28.081
9,4,Felipe MassaMAS,Ferrari,1:28.109
10,11,Nico HulkenbergHUL,Sauber Ferrari,1:29.582
11,7,Heikki KovalainenKOV,Lotus Renault,1:27.456
12,14,Paul di RestaDIR,Force India Mercedes,1:27.798
13,17,Valtteri BottasBOT,Williams Renault,1:27.954
14,5,Jenson ButtonBUT,McLaren Mercedes,1:28.308
15,15,Adrian SutilSUT,Force India Mercedes,1:28.586
16,16,Pastor MaldonadoMAL,Williams Renault,1:27.367
17,12,Esteban Gutierrez GUT,Sauber Ferrari,1:27.445
18,20,Charles PicPIC,Caterham Renault,1:27.843
19,6,Sergio PerezPER,McLaren Mercedes,1:28.269
20,21,Giedo van der GardeVDG,Caterham Renault,1:28.320
21,22,Jules BianchiBIA,Marussia Cosworth,1:28.366
22,23,Max ChiltonCHI,Marussia Cosworth,1:28.950
