Pos,No,Driver,Car,Time
1,10,Lewis HamiltonHAM,Mercedes,1:34.484
2,7,Kimi RäikkönenRAI,Lotus Renault,1:34.761
3,3,Fernando AlonsoALO,Ferrari,1:34.788
4,9,Nico RosbergROS,Mercedes,1:34.861
5,4,Felipe MassaMAS,Ferrari,1:34.933
6,8,Romain GrosjeanGRO,Lotus Renault,1:35.364
7,19,Daniel RicciardoRIC,STR Ferrari,1:35.998
8,5,Jenson ButtonBUT,McLaren Mercedes,2:05.673
9,1,Sebastian VettelVET,Red Bull Racing Renault,
10,11,Nico HulkenbergHUL,Sauber Ferrari,
11,14,Paul di RestaDIR,Force India Mercedes,1:36.287
12,6,Sergio PerezPER,McLaren Mercedes,1:36.314
13,15,Adrian SutilSUT,Force India Mercedes,1:36.405
14,16,Pastor MaldonadoMAL,Williams Renault,1:37.139
15,18,Jean-Eric VergneVER,STR Ferrari,1:37.199
16,17,Valtteri BottasBOT,Williams Renault,1:37.769
17,12,Esteban Gutierrez GUT,Sauber Ferrari,1:37.990
18,22,Jules BianchiBIA,Marussia Cosworth,1:38.780
19,23,Max ChiltonCHI,Marussia Cosworth,1:39.537
20,20,Charles PicPIC,Caterham Renault,1:39.614
21,21,Giedo van der GardeVDG,Caterham Renault,1:39.660
22,2,Mark WebberWEB,Red Bull Racing Renault,
