Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:23.755
2,2,Mark WebberWEB,Red Bull Racing Renault,1:23.968
3,11,Nico HulkenbergHUL,Sauber Ferrari,1:24.065
4,4,Felipe MassaMAS,Ferrari,1:24.132
5,3,Fernando AlonsoALO,Ferrari,1:24.142
6,9,Nico RosbergROS,Mercedes,1:24.192
7,19,Daniel RicciardoRIC,STR Ferrari,1:24.209
8,6,Sergio PerezPER,McLaren Mercedes,1:24.502
9,5,Jenson ButtonBUT,McLaren Mercedes,1:24.515
10,18,Jean-Eric VergneVER,STR Ferrari,1:28.050
11,7,Kimi RäikkönenRAI,Lotus Renault,1:24.610
12,10,Lewis HamiltonHAM,Mercedes,1:24.803
13,8,Romain GrosjeanGRO,Lotus Renault,1:24.848
14,16,Pastor MaldonadoMAL,Williams Renault,1:25.011
15,14,Paul di RestaDIR,Force India Mercedes,1:25.077
16,12,Esteban Gutierrez GUT,Sauber Ferrari,1:25.226
17,15,Adrian SutilSUT,Force India Mercedes,1:24.932
18,17,Valtteri BottasBOT,Williams Renault,1:25.291
19,21,Giedo van der GardeVDG,Caterham Renault,1:26.406
20,20,Charles PicPIC,Caterham Renault,1:26.563
21,22,Jules BianchiBIA,Marussia Cosworth,1:27.085
22,23,Max ChiltonCHI,Marussia Cosworth,1:27.480
