Pos,No,Driver,Car,Lap,Time,Avg speed
1,6,Juan Pablo MontoyaMOY,Williams BMW,35,1:14.448,202.707
2,3,Mika HakkinenHAK,McLaren Mercedes,45,1:14.481,202.618
3,2,Rubens BarrichelloBAR,Ferrari,47,1:14.629,202.216
4,4,David CoulthardCOU,McLaren Mercedes,39,1:14.641,202.183
5,5,Ralf SchumacherRSC,Williams BMW,22,1:14.706,202.007
6,1,Michael SchumacherMSC,Ferrari,32,1:14.841,201.643
7,18,Eddie IrvineIRV,Jaguar Cosworth,58,1:15.139,200.843
8,16,Nick HeidfeldHEI,Sauber Petronas,29,1:15.169,200.763
9,11,Jarno TrulliTRU,Jordan Honda,63,1:15.199,200.683
10,8,Jenson ButtonBUT,Benetton Renault,71,1:15.252,200.542
11,22,Heinz-Harald FrentzenFRE,Prost Acer,38,1:15.296,200.424
12,7,Giancarlo FisichellaFIS,Benetton Renault,40,1:15.457,199.997
13,12,Jean AlesiALE,Jordan Honda,67,1:15.659,199.463
14,19,Pedro de la RosaDLR,Jaguar Cosworth,68,1:15.758,199.202
15,9,Olivier PanisPAN,BAR Honda,67,1:15.919,198.780
16,15,Enrique BernoldiBER,Arrows Asiatech,68,1:16.068,198.390
17,23,Tomas EngeENG,Prost Acer,71,1:16.155,198.164
18,14,Jos VerstappenVER,Arrows Asiatech,35,1:16.342,197.678
19,10,Jacques VilleneuveVIL,BAR Honda,40,1:16.680,196.807
20,21,Fernando AlonsoALO,Minardi European,30,1:16.694,196.771
21,20,Alex YoongYOO,Minardi European,25,1:17.079,195.788
22,17,Kimi RäikkönenRAI,Sauber Petronas,2,1:51.518,135.325
