Pos,No,Driver,Car,Lap,Time,Avg speed
1,4,David CoulthardCOU,McLaren Mercedes,68,1:19.424,152.749
2,1,Michael SchumacherMSC,Ferrari,50,1:19.770,152.087
3,2,Rubens BarrichelloBAR,Ferrari,57,1:20.329,151.028
4,10,Jacques VilleneuveVIL,BAR Honda,75,1:20.417,150.863
5,18,Eddie IrvineIRV,Jaguar Cosworth,76,1:20.681,150.369
6,17,Kimi RäikkönenRAI,Sauber Petronas,60,1:20.705,150.325
7,11,Heinz-Harald FrentzenFRE,Jordan Honda,46,1:20.810,150.129
8,5,Ralf SchumacherRSC,Williams BMW,47,1:20.975,149.824
9,22,Jean AlesiALE,Prost Acer,73,1:21.151,149.499
10,8,Jenson ButtonBUT,Benetton Renault,65,1:21.580,148.712
11,7,Giancarlo FisichellaFIS,Benetton Renault,37,1:21.646,148.592
12,3,Mika HakkinenHAK,McLaren Mercedes,12,1:21.682,148.527
13,14,Jos VerstappenVER,Arrows Asiatech,74,1:21.732,148.436
14,15,Enrique BernoldiBER,Arrows Asiatech,75,1:22.053,147.855
15,12,Jarno TrulliTRU,Jordan Honda,30,1:22.345,147.331
16,21,Fernando AlonsoALO,Minardi European,28,1:22.956,146.246
17,19,Pedro de la RosaDLR,Jaguar Cosworth,18,1:23.483,145.322
18,23,Luciano BurtiBUR,Prost Acer,18,1:24.206,144.075
19,20,Tarso MarquesMAR,Minardi European,33,1:24.570,143.455
20,9,Olivier PanisPAN,BAR Honda,10,1:24.719,143.202
21,6,Juan Pablo MontoyaMOY,Williams BMW,2,1:25.773,141.443
