Pos,No,Driver,Car,Lap,Time,Avg speed
1,3,Mika HakkinenHAK,McLaren Mercedes,34,1:23.405,221.900
2,1,Michael SchumacherMSC,Ferrari,42,1:23.928,220.517
3,6,Juan Pablo MontoyaMOY,Williams BMW,23,1:24.437,219.188
4,2,Rubens BarrichelloBAR,Ferrari,44,1:24.445,219.167
5,18,Eddie IrvineIRV,Jaguar Cosworth,59,1:24.544,218.910
6,17,Kimi RäikkönenRAI,Sauber Petronas,34,1:24.563,218.861
7,16,Nick HeidfeldHEI,Sauber Petronas,46,1:24.765,218.340
8,11,Heinz-Harald FrentzenFRE,Jordan Honda,23,1:25.029,217.662
9,5,Ralf SchumacherRSC,Williams BMW,33,1:25.188,217.255
10,19,Pedro de la RosaDLR,Jaguar Cosworth,33,1:25.739,215.859
11,10,Jacques VilleneuveVIL,BAR Honda,27,1:25.809,215.683
12,14,Jos VerstappenVER,Arrows Asiatech,40,1:26.394,214.223
13,22,Jean AlesiALE,Prost Acer,29,1:26.497,213.968
14,15,Enrique BernoldiBER,Arrows Asiatech,25,1:26.695,213.479
15,7,Giancarlo FisichellaFIS,Benetton Renault,41,1:26.798,213.226
16,8,Jenson ButtonBUT,Benetton Renault,24,1:26.963,212.821
17,21,Fernando AlonsoALO,Minardi European,30,1:27.091,212.508
18,4,David CoulthardCOU,McLaren Mercedes,2,1:28.908,208.165
19,23,Luciano BurtiBUR,Prost Acer,4,1:29.252,207.363
