Pos,No,Driver,Car,Time,Gap,Laps
1,10,Pierre GaslyGAS,AlphaTauri Honda,1:42.251,,16
2,11,Sergio PerezPER,Red Bull Racing Honda,1:42.595,+0.344s,19
3,44,Lewis HamiltonHAM,Mercedes,1:42.697,+0.446s,16
4,16,Charles LeclercLEC,Ferrari,1:42.778,+0.527s,16
5,55,Carlos SainzSAI,Ferrari,1:43.006,+0.755s,17
6,4,Lando NorrisNOR,McLaren Mercedes,1:43.011,+0.760s,15
7,14,Fernando AlonsoALO,Alpine Renault,1:43.080,+0.829s,15
8,22,Yuki TsunodaTSU,AlphaTauri Honda,1:43.244,+0.993s,19
9,31,Esteban OconOCO,Alpine Renault,1:43.294,+1.043s,15
10,3,Daniel RicciardoRIC,McLaren Mercedes,1:43.557,+1.306s,17
11,5,Sebastian VettelVET,Aston Martin Mercedes,1:43.585,+1.334s,13
12,18,Lance StrollSTR,Aston Martin Mercedes,1:43.682,+1.431s,13
13,77,Valtteri BottasBOT,Mercedes,1:43.745,+1.494s,16
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:43.826,+1.575s,17
15,33,Max VerstappenVER,Red Bull Racing Honda,1:43.984,+1.733s,6
16,6,Nicholas LatifiLAT,Williams Mercedes,1:44.054,+1.803s,17
17,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:44.113,+1.862s,11
18,63,George RussellRUS,Williams Mercedes,1:44.434,+2.183s,12
19,47,Mick SchumacherMSC,Haas Ferrari,1:45.282,+3.031s,17
20,9,Nikita MazepinMAZ,Haas Ferrari,1:45.711,+3.460s,12
