Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:28.100,,20
2,44,Lewis HamiltonHAM,Mercedes,1:28.314,+0.214s,23
3,11,Sergio PerezPER,Red Bull Racing Honda,1:28.629,+0.529s,21
4,22,Yuki TsunodaTSU,AlphaTauri Honda,1:28.641,+0.541s,20
5,10,Pierre GaslyGAS,AlphaTauri Honda,1:28.715,+0.615s,22
6,77,Valtteri BottasBOT,Mercedes,1:29.019,+0.919s,19
7,16,Charles LeclercLEC,Ferrari,1:29.101,+1.001s,22
8,55,Carlos SainzSAI,Ferrari,1:29.149,+1.049s,19
9,31,Esteban OconOCO,Alpine Renault,1:29.177,+1.077s,19
10,4,Lando NorrisNOR,McLaren Mercedes,1:29.300,+1.200s,18
11,14,Fernando AlonsoALO,Alpine Renault,1:29.418,+1.318s,21
12,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:29.590,+1.490s,20
13,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:29.689,+1.589s,24
14,3,Daniel RicciardoRIC,McLaren Mercedes,1:29.717,+1.617s,19
15,18,Lance StrollSTR,Aston Martin Mercedes,1:30.030,+1.930s,14
16,63,George RussellRUS,Williams Mercedes,1:30.034,+1.934s,17
17,5,Sebastian VettelVET,Aston Martin Mercedes,1:30.296,+2.196s,15
18,6,Nicholas LatifiLAT,Williams Mercedes,1:30.366,+2.266s,17
19,47,Mick SchumacherMSC,Haas Ferrari,1:30.933,+2.833s,20
20,9,Nikita MazepinMAZ,Haas Ferrari,1:30.979,+2.879s,23
