Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:31.300,,11
2,77,Valtteri BottasBOT,Mercedes,1:32.047,+0.747s,14
3,55,Carlos SainzSAI,Ferrari,1:32.195,+0.895s,17
4,11,Sergio PerezPER,Red Bull Racing Honda,1:32.238,+0.938s,15
5,44,Lewis HamiltonHAM,Mercedes,1:32.266,+0.966s,15
6,4,Lando NorrisNOR,McLaren Mercedes,1:32.336,+1.036s,14
7,14,Fernando AlonsoALO,Alpine Renault,1:32.624,+1.324s,15
8,31,Esteban OconOCO,Alpine Renault,1:32.681,+1.381s,16
9,10,Pierre GaslyGAS,AlphaTauri Honda,1:32.707,+1.407s,16
10,3,Daniel RicciardoRIC,McLaren Mercedes,1:32.759,+1.459s,14
11,16,Charles LeclercLEC,Ferrari,1:32.820,+1.520s,15
12,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:33.017,+1.717s,17
13,18,Lance StrollSTR,Aston Martin Mercedes,1:33.051,+1.751s,15
14,5,Sebastian VettelVET,Aston Martin Mercedes,1:33.200,+1.900s,18
15,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:33.328,+2.028s,16
16,63,George RussellRUS,Williams Mercedes,1:33.364,+2.064s,16
17,22,Yuki TsunodaTSU,AlphaTauri Honda,1:33.424,+2.124s,17
18,6,Nicholas LatifiLAT,Williams Mercedes,1:33.584,+2.284s,16
19,47,Mick SchumacherMSC,Haas Ferrari,1:34.143,+2.843s,14
20,9,Nikita MazepinMAZ,Haas Ferrari,1:34.642,+3.342s,13
