Pos,No,Driver,Car,Time,Gap,Laps
1,11,Sergio PerezPER,Red Bull Racing Honda,1:34.701,,13
2,55,Carlos SainzSAI,Ferrari,1:34.805,+0.104s,16
3,33,Max VerstappenVER,Red Bull Racing Honda,1:34.912,+0.211s,13
4,4,Lando NorrisNOR,McLaren Mercedes,1:34.945,+0.244s,13
5,77,Valtteri BottasBOT,Mercedes,1:34.988,+0.287s,15
6,44,Lewis HamiltonHAM,Mercedes,1:35.219,+0.518s,16
7,3,Daniel RicciardoRIC,McLaren Mercedes,1:35.345,+0.644s,11
8,10,Pierre GaslyGAS,AlphaTauri Honda,1:35.398,+0.697s,17
9,16,Charles LeclercLEC,Ferrari,1:35.688,+0.987s,17
10,31,Esteban OconOCO,Alpine Renault,1:35.711,+1.010s,10
11,5,Sebastian VettelVET,Aston Martin Mercedes,1:35.851,+1.150s,18
12,63,George RussellRUS,Williams Mercedes,1:36.023,+1.322s,9
13,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:36.062,+1.361s,20
14,6,Nicholas LatifiLAT,Williams Mercedes,1:36.118,+1.417s,8
15,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:36.252,+1.551s,16
16,18,Lance StrollSTR,Aston Martin Mercedes,1:36.392,+1.691s,13
17,14,Fernando AlonsoALO,Alpine Renault,1:36.490,+1.789s,12
18,22,Yuki TsunodaTSU,AlphaTauri Honda,1:36.572,+1.871s,16
19,47,Mick SchumacherMSC,Haas Ferrari,1:36.671,+1.970s,15
20,9,Nikita MazepinMAZ,Haas Ferrari,2:03.456,+28.755s,15
