Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:23.274,,23
2,33,Max VerstappenVER,Red Bull Racing Honda,1:23.488,+0.214s,23
3,77,Valtteri BottasBOT,Mercedes,1:24.025,+0.751s,21
4,11,Sergio PerezPER,Red Bull Racing Honda,1:24.047,+0.773s,21
5,4,Lando NorrisNOR,McLaren Mercedes,1:24.106,+0.832s,17
6,22,Yuki TsunodaTSU,AlphaTauri Honda,1:24.223,+0.949s,22
7,10,Pierre GaslyGAS,AlphaTauri Honda,1:24.251,+0.977s,22
8,55,Carlos SainzSAI,Ferrari,1:24.595,+1.321s,20
9,3,Daniel RicciardoRIC,McLaren Mercedes,1:24.733,+1.459s,16
10,16,Charles LeclercLEC,Ferrari,1:24.758,+1.484s,21
11,18,Lance StrollSTR,Aston Martin Mercedes,1:24.821,+1.547s,22
12,31,Esteban OconOCO,Alpine Renault,1:24.834,+1.560s,18
13,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:25.037,+1.763s,23
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:25.048,+1.774s,18
15,14,Fernando AlonsoALO,Alpine Renault,1:25.094,+1.820s,19
16,5,Sebastian VettelVET,Aston Martin Mercedes,1:25.115,+1.841s,25
17,63,George RussellRUS,Williams Mercedes,1:25.220,+1.946s,22
18,6,Nicholas LatifiLAT,Williams Mercedes,1:25.322,+2.048s,19
19,47,Mick SchumacherMSC,Haas Ferrari,1:25.340,+2.066s,18
20,9,Nikita MazepinMAZ,Haas Ferrari,1:26.332,+3.058s,19
