Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:04.591,,15
2,77,Valtteri BottasBOT,Mercedes,1:05.129,+0.538s,22
3,44,Lewis HamiltonHAM,Mercedes,1:05.277,+0.686s,20
4,10,Pierre GaslyGAS,AlphaTauri Honda,1:05.280,+0.689s,27
5,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:05.345,+0.754s,27
6,55,Carlos SainzSAI,Ferrari,1:05.347,+0.756s,29
7,11,Sergio PerezPER,Red Bull Racing Honda,1:05.396,+0.805s,20
8,14,Fernando AlonsoALO,Alpine Renault,1:05.434,+0.843s,23
9,16,Charles LeclercLEC,Ferrari,1:05.484,+0.893s,35
10,5,Sebastian VettelVET,Aston Martin Mercedes,1:05.542,+0.951s,22
11,18,Lance StrollSTR,Aston Martin Mercedes,1:05.546,+0.955s,19
12,22,Yuki TsunodaTSU,AlphaTauri Honda,1:05.561,+0.970s,23
13,31,Esteban OconOCO,Alpine Renault,1:05.674,+1.083s,22
14,63,George RussellRUS,Williams Mercedes,1:05.694,+1.103s,23
15,4,Lando NorrisNOR,McLaren Mercedes,1:05.700,+1.109s,23
16,3,Daniel RicciardoRIC,McLaren Mercedes,1:05.725,+1.134s,21
17,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:05.747,+1.156s,31
18,47,Mick SchumacherMSC,Haas Ferrari,1:06.078,+1.487s,26
19,6,Nicholas LatifiLAT,Williams Mercedes,1:06.105,+1.514s,17
20,9,Nikita MazepinMAZ,Haas Ferrari,1:06.289,+1.698s,28
