Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Ronnie PetersonPET,Lotus Ford,55,1:29:17.000,9
2,1,Emerson FittipaldiFIT,Lotus Ford,55,+0.800s,6
3,8,Peter   RevsonREV,McLaren Ford,55,+28.800s,4
4,5,Jackie StewartSTE,Tyrrell Ford,55,+33.200s,3
5,6,Francois  Cevert CEV,Tyrrell Ford,55,+46.200s,2
6,10,Carlos ReutemannREU,Brabham Ford,55,+59.800s,1
7,23,Mike HailwoodHAI,Surtees Ford,55,+88.700s,0
8,3,Jacky IckxICK,Ferrari,54,+1 lap,0
9,29,David PurleyPUR,March Ford,54,+1 lap,0
10,16,George  Follmer FOL,Shadow Ford,54,+1 lap,0
11,17,Jackie OliverOLI,Shadow Ford,54,+1 lap,0
12,9,Rolf StommelenSTO,Brabham Ford,54,+1 lap,0
13,20,Jean-Pierre BeltoiseBEL,BRM,54,+1 lap,0
14,12,Graham HillHIL,Shadow Ford,54,+1 lap,0
15,7,Denny HulmeHUL,McLaren Ford,53,+2 laps,0
NC,25,Howden  Ganley GAN,Iso Marlboro Ford,44,+11 laps,0
NC,15,Mike  Beuttler BEU,March Ford,34,DNF,0
NC,21,Niki LaudaLAU,BRM,33,DNF,0
NC,19,Clay RegazzoniREG,BRM,31,DNF,0
NC,24,Carlos PacePAC,Surtees Ford,17,DNF,0
NC,26,Gijs van LennepVAN,Iso Marlboro Ford,14,DNF,0
NC,28,Rikky von OpelVON,Ensign Ford,10,DNF,0
NC,11,Wilson FittipaldiFIT,Brabham Ford,6,DNF,0
NC,4,Arturo MerzarioMER,Ferrari,2,DNF,0
