Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Jackie StewartSTE,Tyrrell Ford,14,1:42:03.000,9
2,6,Francois  Cevert CEV,Tyrrell Ford,14,+1.600s,6
3,30,Jacky IckxICK,McLaren Ford,14,+41.200s,4
4,24,Carlos PacePAC,Surtees Ford,14,+53.800s,3
5,11,Wilson FittipaldiFIT,Brabham Ford,14,+79.900s,2
6,1,Emerson FittipaldiFIT,Lotus Ford,14,+84.300s,1
7,31,Jochen MassMAS,Surtees Ford,14,+85.200s,0
8,17,Jackie OliverOLI,Shadow Ford,14,+85.700s,0
9,8,Peter   RevsonREV,McLaren Ford,14,+131.800s,0
10,26,Henri PescaroloPES,Iso Marlboro Ford,14,+142.500s,0
11,9,Rolf StommelenSTO,Brabham Ford,14,+207.300s,0
12,7,Denny HulmeHUL,McLaren Ford,14,+218.700s,0
13,12,Graham HillHIL,Shadow Ford,14,+229.000s,0
14,23,Mike HailwoodHAI,Surtees Ford,13,+1 lap,0
15,18,David PurleyPUR,March Ford,13,+1 lap,0
16,15,Mike  Beuttler BEU,March Ford,13,+1 lap,0
NC,10,Carlos ReutemannREU,Brabham Ford,7,DNF,0
NC,19,Clay RegazzoniREG,BRM,7,DNF,0
NC,16,George  Follmer FOL,Shadow Ford,5,DNF,0
NC,20,Jean-Pierre BeltoiseBEL,BRM,4,DNF,0
NC,21,Niki LaudaLAU,BRM,1,DNF,0
NC,2,Ronnie PetersonPET,Lotus Ford,0,DNF,0
