Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Jackie StewartSTE,Tyrrell Ford,78,1:57:44.300,9
2,1,Emerson FittipaldiFIT,Lotus Ford,78,+1.300s,6
3,2,Ronnie PetersonPET,Lotus Ford,77,+1 lap,4
4,6,Francois  Cevert CEV,Tyrrell Ford,77,+1 lap,3
5,8,Peter   RevsonREV,McLaren Ford,76,+2 laps,2
6,7,Denny HulmeHUL,McLaren Ford,76,+2 laps,1
7,9,Andrea de Adamich DEA,Brabham Ford,75,+3 laps,0
8,23,Mike HailwoodHAI,Surtees Ford,75,+3 laps,0
9,27,James HuntHUN,March Ford,73,DNF,0
10,17,Jackie OliverOLI,Shadow Ford,72,+6 laps,0
11,11,Wilson FittipaldiFIT,Brabham Ford,71,DNF,0
NC,14,Jean-Pierre JarierJAR,March Ford,67,DNF,0
NC,12,Graham HillHIL,Shadow Ford,62,DNF,0
NC,4,Arturo MerzarioMER,Ferrari,58,DNF,0
NC,10,Carlos ReutemannREU,Brabham Ford,46,DNF,0
NC,3,Jacky IckxICK,Ferrari,44,DNF,0
NC,25,Howden  Ganley GAN,Iso Marlboro Ford,41,DNF,0
NC,20,Jean-Pierre BeltoiseBEL,BRM,39,DNF,0
NC,18,David PurleyPUR,March Ford,31,DNF,0
NC,24,Carlos PacePAC,Surtees Ford,31,DNF,0
NC,26,Nanni  Galli GAL,Iso Marlboro Ford,30,DNF,0
NC,21,Niki LaudaLAU,BRM,24,DNF,0
NC,22,Chris AmonAMO,Tecno,22,DNF,0
NC,19,Clay RegazzoniREG,BRM,15,DNF,0
NC,15,Mike  Beuttler BEU,March Ford,3,DNF,0
