Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Ronnie PetersonPET,Lotus Ford,54,1:41:36.520,9
2,6,Francois  Cevert CEV,Tyrrell Ford,54,+40.920s,6
3,10,Carlos ReutemannREU,Brabham Ford,54,+46.480s,4
4,5,Jackie StewartSTE,Tyrrell Ford,54,+46.930s,3
5,3,Jacky IckxICK,Ferrari,54,+48.900s,2
6,27,James HuntHUN,March Ford,54,+82.540s,1
7,4,Arturo MerzarioMER,Ferrari,54,+89.190s,0
8,7,Denny HulmeHUL,McLaren Ford,54,+89.530s,0
9,21,Niki LaudaLAU,BRM,54,+105.760s,0
10,12,Graham HillHIL,Shadow Ford,53,+1 lap,0
11,20,Jean-Pierre BeltoiseBEL,BRM,53,+1 lap,0
12,19,Clay RegazzoniREG,BRM,53,+1 lap,0
13,24,Carlos PacePAC,Surtees Ford,51,+3 laps,0
14,25,Howden  Ganley GAN,Iso Marlboro Ford,51,+3 laps,0
15,29,Rikky von OpelVON,Ensign Ford,51,+3 laps,0
16,11,Wilson FittipaldiFIT,Brabham Ford,50,DNF,0
NC,8,Jody ScheckterSCH,McLaren Ford,43,DNF,0
NC,1,Emerson FittipaldiFIT,Lotus Ford,41,DNF,0
NC,23,Mike HailwoodHAI,Surtees Ford,29,DNF,0
NC,9,Andrea de Adamich DEA,Brabham Ford,28,DNF,0
NC,15,Reine   WisellWIS,March Ford,20,DNF,0
NC,16,George  Follmer FOL,Shadow Ford,16,DNF,0
NC,26,Henri PescaroloPES,Iso Marlboro Ford,16,DNF,0
NC,14,Jean-Pierre JarierJAR,March Ford,7,DNF,0
NC,17,Jackie OliverOLI,Shadow Ford,0,DNF,0
