Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Jackie StewartSTE,Tyrrell Ford,70,1:42:13.430,9
2,6,Francois  Cevert CEV,Tyrrell Ford,70,+31.840s,6
3,1,Emerson FittipaldiFIT,Lotus Ford,70,+122.790s,4
4,9,Andrea de Adamich DEA,Brabham Ford,69,+1 lap,3
5,21,Niki LaudaLAU,BRM,69,+1 lap,2
6,22,Chris AmonAMO,Tecno,67,+3 laps,1
7,7,Denny HulmeHUL,McLaren Ford,67,+3 laps,0
8,24,Carlos PacePAC,Surtees Ford,66,+4 laps,0
9,12,Graham HillHIL,Shadow Ford,65,+5 laps,0
10,19,Clay RegazzoniREG,BRM,63,DNF,0
11,15,Mike  Beuttler BEU,March Ford,63,DNF,0
NC,14,Jean-Pierre JarierJAR,March Ford,60,DNF,0
NC,20,Jean-Pierre BeltoiseBEL,BRM,56,DNF,0
NC,11,Wilson FittipaldiFIT,Brabham Ford,46,DNF,0
NC,2,Ronnie PetersonPET,Lotus Ford,42,DNF,0
NC,8,Peter   RevsonREV,McLaren Ford,33,DNF,0
NC,25,Howden  Ganley GAN,Iso Marlboro Ford,16,DNF,0
NC,10,Carlos ReutemannREU,Brabham Ford,14,DNF,0
NC,16,George  Follmer FOL,Shadow Ford,13,DNF,0
NC,17,Jackie OliverOLI,Shadow Ford,11,DNF,0
NC,26,Nanni  Galli GAL,Iso Marlboro Ford,6,DNF,0
NC,3,Jacky IckxICK,Ferrari,6,DNF,0
NC,23,Mike HailwoodHAI,Surtees Ford,4,DNF,0
