Pos,No,Driver,Car,Lap,Time of day,Time,Avg speed
1,44,Lewis HamiltonHAM,Mercedes,48,15:14:03,1:26.672,240.617
2,6,Nico RosbergROS,Mercedes,43,15:07:12,1:27.067,239.525
3,5,Sebastian VettelVET,Ferrari,52,15:20:17,1:27.376,238.678
4,33,Max VerstappenVER,STR Renault,35,14:56:53,1:27.390,238.640
5,55,Carlos SainzSAI,STR Renault,38,15:01:01,1:27.510,238.313
6,77,Valtteri BottasBOT,Williams Mercedes,49,15:16:14,1:27.525,238.272
7,7,Kimi RäikkönenRAI,Ferrari,43,15:07:47,1:27.584,238.111
8,19,Felipe MassaMAS,Williams Mercedes,31,14:49:45,1:27.874,237.326
9,3,Daniel RicciardoRIC,Red Bull Racing Renault,50,15:18:27,1:28.065,236.811
10,11,Sergio PerezPER,Force India Mercedes,46,15:12:10,1:28.140,236.609
11,26,Daniil KvyatKVY,Red Bull Racing Renault,39,15:02:18,1:28.231,236.365
12,9,Marcus EricssonERI,Sauber Ferrari,22,14:36:48,1:28.516,235.604
13,12,Felipe NasrNAS,Sauber Ferrari,51,15:20:42,1:28.653,235.240
14,27,Nico HulkenbergHUL,Force India Mercedes,36,14:57:35,1:28.913,234.552
15,14,Fernando AlonsoALO,McLaren Honda,42,15:07:35,1:29.285,233.575
16,22,Jenson ButtonBUT,McLaren Honda,33,14:53:57,1:29.766,232.324
17,28,Will StevensSTE,Marussia Ferrari,51,15:22:23,1:31.098,228.927
18,98,Roberto MerhiMER,Marussia Ferrari,29,14:48:50,1:31.311,228.393
