Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,77,1:41:49.675,10
2,2,Rubens BarrichelloBAR,Ferrari,77,+3.363s,6
3,4,David CoulthardCOU,McLaren Mercedes,77,+3.940s,4
4,5,Ralf SchumacherRSC,Williams BMW,77,+49.687s,3
5,3,Mika HakkinenHAK,McLaren Mercedes,77,+70.293s,2
6,16,Nick HeidfeldHEI,Sauber Petronas,76,+1 lap,1
7,17,Kimi RäikkönenRAI,Sauber Petronas,76,+1 lap,0
8,6,Juan Pablo MontoyaMOY,Williams BMW,76,+1 lap,0
9,10,Jacques VilleneuveVIL,BAR Honda,75,+2 laps,0
10,12,Jean AlesiALE,Jordan Honda,75,+2 laps,0
11,19,Pedro de la RosaDLR,Jaguar Cosworth,75,+2 laps,0
12,14,Jos VerstappenVER,Arrows Asiatech,74,+3 laps,0
NC,7,Giancarlo FisichellaFIS,Benetton Renault,67,DNF,0
NC,22,Heinz-Harald FrentzenFRE,Prost Acer,63,DNF,0
NC,20,Tarso MarquesMAR,Minardi European,63,DNF,0
NC,9,Olivier PanisPAN,BAR Honda,58,DNF,0
NC,11,Jarno TrulliTRU,Jordan Honda,53,DNF,0
NC,21,Fernando AlonsoALO,Minardi European,37,DNF,0
NC,8,Jenson ButtonBUT,Benetton Renault,34,DNF,0
NC,15,Enrique BernoldiBER,Arrows Asiatech,11,DNF,0
NC,23,Luciano BurtiBUR,Prost Acer,8,DNF,0
NC,18,Eddie IrvineIRV,Jaguar Cosworth,0,DNF,0
