Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Ralf SchumacherRSC,Williams BMW,45,1:18:17.873,10
2,2,Rubens BarrichelloBAR,Ferrari,45,+46.117s,6
3,10,Jacques VilleneuveVIL,BAR Honda,45,+62.806s,4
4,7,Giancarlo FisichellaFIS,Benetton Renault,45,+63.477s,3
5,8,Jenson ButtonBUT,Benetton Renault,45,+65.454s,2
6,22,Jean AlesiALE,Prost Acer,45,+65.950s,1
7,9,Olivier PanisPAN,BAR Honda,45,+77.527s,0
8,15,Enrique BernoldiBER,Arrows Asiatech,44,+1 lap,0
9,14,Jos VerstappenVER,Arrows Asiatech,44,+1 lap,0
10,21,Fernando AlonsoALO,Minardi European,44,+1 lap,0
NC,12,Jarno TrulliTRU,Jordan Honda,34,DNF,0
NC,4,David CoulthardCOU,McLaren Mercedes,27,DNF,0
NC,20,Tarso MarquesMAR,Minardi European,26,DNF,0
NC,6,Juan Pablo MontoyaMOY,Williams BMW,24,DNF,0
NC,1,Michael SchumacherMSC,Ferrari,23,DNF,0
NC,23,Luciano BurtiBUR,Prost Acer,23,DNF,0
NC,17,Kimi RäikkönenRAI,Sauber Petronas,16,DNF,0
NC,18,Eddie IrvineIRV,Jaguar Cosworth,16,DNF,0
NC,3,Mika HakkinenHAK,McLaren Mercedes,13,DNF,0
NC,11,Ricardo ZontaZON,Jordan Honda,7,DNF,0
NC,16,Nick HeidfeldHEI,Sauber Petronas,0,DNF,0
NC,19,Pedro de la RosaDLR,Jaguar Cosworth,0,DNF,0
