Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,72,1:33:35.636,10
2,5,Ralf SchumacherRSC,Williams BMW,72,+10.399s,6
3,2,Rubens BarrichelloBAR,Ferrari,72,+16.381s,4
4,4,David CoulthardCOU,McLaren Mercedes,72,+17.106s,3
5,12,Jarno TrulliTRU,Jordan Honda,72,+68.285s,2
6,16,Nick HeidfeldHEI,Sauber Petronas,71,+1 lap,1
7,17,Kimi RäikkönenRAI,Sauber Petronas,71,+1 lap,0
8,11,Heinz-Harald FrentzenFRE,Jordan Honda,71,+1 lap,0
9,9,Olivier PanisPAN,BAR Honda,71,+1 lap,0
10,23,Luciano BurtiBUR,Prost Acer,71,+1 lap,0
11,7,Giancarlo FisichellaFIS,Benetton Renault,71,+1 lap,0
12,22,Jean AlesiALE,Prost Acer,70,+2 laps,0
13,14,Jos VerstappenVER,Arrows Asiatech,70,+2 laps,0
14,19,Pedro de la RosaDLR,Jaguar Cosworth,70,+2 laps,0
15,20,Tarso MarquesMAR,Minardi European,69,+3 laps,0
16,8,Jenson ButtonBUT,Benetton Renault,68,DNF,0
17,21,Fernando AlonsoALO,Minardi European,65,DNF,0
NC,18,Eddie IrvineIRV,Jaguar Cosworth,54,DNF,0
NC,6,Juan Pablo MontoyaMOY,Williams BMW,52,DNF,0
NC,15,Enrique BernoldiBER,Arrows Asiatech,17,DNF,0
NC,10,Jacques VilleneuveVIL,BAR Honda,5,DNF,0
NC,3,Mika HakkinenHAK,McLaren Mercedes,0,DNF,0
