Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,David CoulthardCOU,McLaren Mercedes,71,1:39:00.834,10
2,1,Michael SchumacherMSC,Ferrari,71,+16.164s,6
3,16,Nick HeidfeldHEI,Sauber Petronas,70,+1 lap,4
4,9,Olivier PanisPAN,BAR Honda,70,+1 lap,3
5,12,Jarno TrulliTRU,Jordan Honda,70,+1 lap,2
6,7,Giancarlo FisichellaFIS,Benetton Renault,70,+1 lap,1
7,10,Jacques VilleneuveVIL,BAR Honda,70,+1 lap,0
8,22,Jean AlesiALE,Prost Acer,70,+1 lap,0
9,20,Tarso MarquesMAR,Minardi European,68,+3 laps,0
10,8,Jenson ButtonBUT,Benetton Renault,64,+7 laps,0
11,11,Heinz-Harald FrentzenFRE,Jordan Honda,63,DNF,0
NC,17,Kimi RäikkönenRAI,Sauber Petronas,55,DNF,0
NC,23,Gaston MazzacaneMAZ,Prost Acer,54,DNF,0
NC,5,Ralf SchumacherRSC,Williams BMW,54,DNF,0
NC,18,Eddie IrvineIRV,Jaguar Cosworth,52,DNF,0
NC,6,Juan Pablo MontoyaMOY,Williams BMW,38,DNF,0
NC,14,Jos VerstappenVER,Arrows Asiatech,37,DNF,0
NC,19,Luciano BurtiBUR,Jaguar Cosworth,30,DNF,0
NC,21,Fernando AlonsoALO,Minardi European,25,DNF,0
NC,15,Enrique BernoldiBER,Arrows Asiatech,15,DNF,0
NC,2,Rubens BarrichelloBAR,Ferrari,2,DNF,0
NC,3,Mika HakkinenHAK,McLaren Mercedes,0,DNF,0
