Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,55,1:47:34.801,10
2,2,Rubens BarrichelloBAR,Ferrari,55,+23.660s,6
3,4,David CoulthardCOU,McLaren Mercedes,55,+28.555s,4
4,11,Heinz-Harald FrentzenFRE,Jordan Honda,55,+46.543s,3
5,5,Ralf SchumacherRSC,Williams BMW,55,+48.233s,2
6,3,Mika HakkinenHAK,McLaren Mercedes,55,+48.606s,1
7,14,Jos VerstappenVER,Arrows Asiatech,55,+81.560s,0
8,12,Jarno TrulliTRU,Jordan Honda,54,+1 lap,0
9,22,Jean AlesiALE,Prost Acer,54,+1 lap,0
10,19,Luciano BurtiBUR,Jaguar Cosworth,54,+1 lap,0
11,8,Jenson ButtonBUT,Benetton Renault,53,+2 laps,0
12,23,Gaston MazzacaneMAZ,Prost Acer,53,+2 laps,0
13,21,Fernando AlonsoALO,Minardi European,52,+3 laps,0
14,20,Tarso MarquesMAR,Minardi European,51,+4 laps,0
NC,7,Giancarlo FisichellaFIS,Benetton Renault,31,DNF,0
NC,10,Jacques VilleneuveVIL,BAR Honda,3,DNF,0
NC,16,Nick HeidfeldHEI,Sauber Petronas,3,DNF,0
NC,15,Enrique BernoldiBER,Arrows Asiatech,3,DNF,0
NC,6,Juan Pablo MontoyaMOY,Williams BMW,3,DNF,0
NC,18,Eddie IrvineIRV,Jaguar Cosworth,3,DNF,0
NC,9,Olivier PanisPAN,BAR Honda,1,DNF,0
NC,17,Kimi RäikkönenRAI,Sauber Petronas,0,DNF,0
