Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,David CoulthardCOU,McLaren Mercedes,71,1:27:45.927,10
2,1,Michael SchumacherMSC,Ferrari,71,+2.191s,6
3,2,Rubens BarrichelloBAR,Ferrari,71,+2.528s,4
4,17,Kimi RäikkönenRAI,Sauber Petronas,71,+41.594s,3
5,9,Olivier PanisPAN,BAR Honda,71,+53.776s,2
6,14,Jos VerstappenVER,Arrows Asiatech,70,+1 lap,1
7,18,Eddie IrvineIRV,Jaguar Cosworth,70,+1 lap,0
8,10,Jacques VilleneuveVIL,BAR Honda,70,+1 lap,0
9,16,Nick HeidfeldHEI,Sauber Petronas,69,+2 laps,0
10,22,Jean AlesiALE,Prost Acer,69,+2 laps,0
11,23,Luciano BurtiBUR,Prost Acer,69,+2 laps,0
NC,8,Jenson ButtonBUT,Benetton Renault,60,DNF,0
NC,19,Pedro de la RosaDLR,Jaguar Cosworth,48,DNF,0
NC,6,Juan Pablo MontoyaMOY,Williams BMW,41,DNF,0
NC,21,Fernando AlonsoALO,Minardi European,38,DNF,0
NC,20,Tarso MarquesMAR,Minardi European,25,DNF,0
NC,15,Enrique BernoldiBER,Arrows Asiatech,17,DNF,0
NC,5,Ralf SchumacherRSC,Williams BMW,10,DNF,0
NC,7,Giancarlo FisichellaFIS,Benetton Renault,3,DNF,0
NC,3,Mika HakkinenHAK,McLaren Mercedes,1,DNF,0
NC,11,Heinz-Harald FrentzenFRE,Jordan Honda,0,DNF,0
