Pos,No,Driver,Car,Time,Gap,Laps
1,4,Gerhard BergerBER,Benetton Renault,1:42.350,,30
2,7,Mika HakkinenHAK,McLaren Mercedes,1:42.954,+0.604s,22
3,1,Michael SchumacherMSC,Ferrari,1:43.321,+0.971s,24
4,6,Jacques VilleneuveVIL,Williams Renault,1:43.372,+1.022s,30
5,5,Damon HillHIL,Williams Renault,1:43.747,+1.397s,30
6,12,Martin BrundleBRU,Jordan Peugeot,1:43.845,+1.495s,29
7,3,Jean AlesiALE,Benetton Renault,1:43.860,+1.510s,22
8,2,Eddie IrvineIRV,Ferrari,1:44.092,+1.742s,21
9,11,Rubens BarrichelloBAR,Jordan Peugeot,1:44.441,+2.091s,25
10,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:44.598,+2.248s,24
11,19,Mika SaloSAL,Tyrrell Yamaha,1:44.971,+2.621s,27
12,14,Johnny HerbertHER,Sauber Ford,1:45.194,+2.844s,24
13,8,David CoulthardCOU,McLaren Mercedes,1:45.471,+3.121s,22
14,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:45.789,+3.439s,29
15,9,Olivier PanisPAN,Ligier Mugen Honda,1:45.893,+3.543s,30
16,17,Jos VerstappenVER,Footwork Hart,1:46.105,+3.755s,17
17,16,Ricardo RossetROS,Footwork Hart,1:47.285,+4.935s,24
18,20,Pedro LamyLAM,Minardi Ford,1:48.724,+6.374s,27
19,21,Giovanni LavaggiLAV,Minardi Ford,1:50.227,+7.877s,29
20,10,Pedro DinizDIN,Ligier Mugen Honda,2:02.130,+19.780s,12
