Pos,No,Driver,Car,Time,Gap,Laps
1,4,Gerhard BergerBER,Benetton Renault,1:53.706,,24
2,8,David CoulthardCOU,McLaren Mercedes,1:54.342,+0.636s,25
3,6,Jacques VilleneuveVIL,Williams Renault,1:54.443,+0.737s,25
4,7,Mika HakkinenHAK,McLaren Mercedes,1:54.754,+1.048s,18
5,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:54.984,+1.278s,24
6,3,Jean AlesiALE,Benetton Renault,1:55.101,+1.395s,21
7,5,Damon HillHIL,Williams Renault,1:55.281,+1.575s,26
8,1,Michael SchumacherMSC,Ferrari,1:55.333,+1.627s,10
9,12,Martin BrundleBRU,Jordan Peugeot,1:55.385,+1.679s,29
10,11,Rubens BarrichelloBAR,Jordan Peugeot,1:55.648,+1.942s,19
11,14,Johnny HerbertHER,Sauber Ford,1:56.318,+2.612s,25
12,9,Olivier PanisPAN,Ligier Mugen Honda,1:56.417,+2.711s,24
13,2,Eddie IrvineIRV,Ferrari,1:56.481,+2.775s,26
14,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:56.653,+2.947s,27
15,17,Jos VerstappenVER,Footwork Hart,1:57.011,+3.305s,21
16,19,Mika SaloSAL,Tyrrell Yamaha,1:57.356,+3.650s,17
17,10,Pedro DinizDIN,Ligier Mugen Honda,1:58.395,+4.689s,21
18,16,Ricardo RossetROS,Footwork Hart,1:58.415,+4.709s,23
19,20,Pedro LamyLAM,Minardi Ford,1:59.459,+5.753s,28
20,21,Giovanni LavaggiLAV,Minardi Ford,2:03.532,+9.826s,16
