Pos,No,Driver,Car,Time,Gap,Laps
1,5,Damon HillHIL,Williams Renault,1:21.144,,26
2,1,Michael SchumacherMSC,Ferrari,1:21.166,+0.022s,18
3,6,Jacques VilleneuveVIL,Williams Renault,1:21.369,+0.225s,30
4,2,Eddie IrvineIRV,Ferrari,1:22.332,+1.188s,24
5,4,Gerhard BergerBER,Benetton Renault,1:22.617,+1.473s,17
6,3,Jean AlesiALE,Benetton Renault,1:22.790,+1.646s,15
7,9,Olivier PanisPAN,Ligier Mugen Honda,1:22.889,+1.745s,21
8,14,Johnny HerbertHER,Sauber Ford,1:23.076,+1.932s,28
9,11,Rubens BarrichelloBAR,Jordan Peugeot,1:23.360,+2.216s,24
10,7,Mika HakkinenHAK,McLaren Mercedes,1:23.400,+2.256s,22
11,12,Martin BrundleBRU,Jordan Peugeot,1:23.494,+2.350s,25
12,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:23.667,+2.523s,14
13,17,Jos VerstappenVER,Footwork Hart,1:23.702,+2.558s,20
14,8,David CoulthardCOU,McLaren Mercedes,1:23.722,+2.578s,25
15,19,Mika SaloSAL,Tyrrell Yamaha,1:24.941,+3.797s,16
16,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:25.056,+3.912s,17
17,20,Pedro LamyLAM,Minardi Ford,1:25.722,+4.578s,24
18,10,Pedro DinizDIN,Ligier Mugen Honda,1:25.764,+4.620s,8
19,21,Giovanni LavaggiLAV,Minardi Ford,1:26.253,+5.109s,30
20,16,Ricardo RossetROS,Footwork Hart,1:26.380,+5.236s,20
