Pos,No,Driver,Car,Time,Gap,Laps
1,5,Damon HillHIL,Williams Renault,1:20.853,,30
2,1,Michael SchumacherMSC,Ferrari,1:21.332,+0.479s,26
3,7,Mika HakkinenHAK,McLaren Mercedes,1:21.478,+0.625s,25
4,9,Olivier PanisPAN,Ligier Mugen Honda,1:21.858,+1.005s,31
5,8,David CoulthardCOU,McLaren Mercedes,1:21.962,+1.109s,30
6,3,Jean AlesiALE,Benetton Renault,1:21.973,+1.120s,28
7,11,Rubens BarrichelloBAR,Jordan Peugeot,1:22.014,+1.161s,30
8,17,Jos VerstappenVER,Footwork Hart,1:22.093,+1.240s,29
9,12,Martin BrundleBRU,Jordan Peugeot,1:22.112,+1.259s,30
10,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:22.152,+1.299s,28
11,19,Mika SaloSAL,Tyrrell Yamaha,1:22.215,+1.362s,30
12,6,Jacques VilleneuveVIL,Williams Renault,1:22.453,+1.600s,30
13,14,Johnny HerbertHER,Sauber Ford,1:22.525,+1.672s,30
14,4,Gerhard BergerBER,Benetton Renault,1:22.631,+1.778s,22
15,2,Eddie IrvineIRV,Ferrari,1:22.668,+1.815s,29
16,16,Ricardo RossetROS,Footwork Hart,1:23.745,+2.892s,29
17,20,Pedro LamyLAM,Minardi Ford,1:23.904,+3.051s,30
18,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:24.014,+3.161s,30
19,21,Giancarlo FisichellaFIS,Minardi Ford,1:24.196,+3.343s,23
20,10,Pedro DinizDIN,Ligier Mugen Honda,1:24.406,+3.553s,23
21,22,Luca BadoerBAD,Forti Ford,1:26.832,+5.979s,18
22,23,Andrea MonterminiMON,Forti Ford,1:27.605,+6.752s,14
