Pos,No,Driver,Car,Time,Gap,Laps
1,6,Jacques VilleneuveVIL,Williams Renault,1:27.541,,30
2,5,Damon HillHIL,Williams Renault,1:28.241,+0.700s,30
3,3,Jean AlesiALE,Benetton Renault,1:28.364,+0.823s,20
4,8,David CoulthardCOU,McLaren Mercedes,1:28.417,+0.876s,30
5,1,Michael SchumacherMSC,Ferrari,1:28.436,+0.895s,30
6,7,Mika HakkinenHAK,McLaren Mercedes,1:28.888,+1.347s,25
7,4,Gerhard BergerBER,Benetton Renault,1:29.013,+1.472s,30
8,11,Rubens BarrichelloBAR,Jordan Peugeot,1:29.137,+1.596s,27
9,12,Martin BrundleBRU,Jordan Peugeot,1:29.146,+1.605s,29
10,9,Olivier PanisPAN,Ligier Mugen Honda,1:29.236,+1.695s,25
11,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:29.312,+1.771s,29
12,2,Eddie IrvineIRV,Ferrari,1:29.458,+1.917s,28
13,17,Jos VerstappenVER,Footwork Hart,1:29.753,+2.212s,14
14,19,Mika SaloSAL,Tyrrell Yamaha,1:30.388,+2.847s,19
15,14,Johnny HerbertHER,Sauber Ford,1:30.459,+2.918s,30
16,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:30.826,+3.285s,16
17,10,Pedro DinizDIN,Ligier Mugen Honda,1:30.829,+3.288s,20
18,16,Ricardo RossetROS,Footwork Hart,1:31.032,+3.491s,28
19,21,Giancarlo FisichellaFIS,Minardi Ford,1:31.450,+3.909s,30
20,20,Pedro LamyLAM,Minardi Ford,1:31.661,+4.120s,30
