Pos,No,Driver,Car,Time,Gap,Laps
1,3,Jean AlesiALE,Benetton Renault,1:19.240,,29
2,4,Gerhard BergerBER,Benetton Renault,1:19.879,+0.639s,30
3,7,Mika HakkinenHAK,McLaren Mercedes,1:20.696,+1.456s,28
4,8,David CoulthardCOU,McLaren Mercedes,1:20.852,+1.612s,28
5,5,Damon HillHIL,Williams Renault,1:20.938,+1.698s,28
6,9,Olivier PanisPAN,Ligier Mugen Honda,1:21.006,+1.766s,28
7,1,Michael SchumacherMSC,Ferrari,1:21.165,+1.925s,23
8,17,Jos VerstappenVER,Footwork Hart,1:21.199,+1.959s,22
9,12,Martin BrundleBRU,Jordan Peugeot,1:21.311,+2.071s,23
10,11,Rubens BarrichelloBAR,Jordan Peugeot,1:21.625,+2.385s,19
11,14,Johnny HerbertHER,Sauber Ford,1:21.701,+2.461s,26
12,16,Ricardo RossetROS,Footwork Hart,1:21.706,+2.466s,24
13,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:21.932,+2.692s,13
14,10,Pedro DinizDIN,Ligier Mugen Honda,1:22.005,+2.765s,30
15,6,Jacques VilleneuveVIL,Williams Renault,1:22.040,+2.800s,29
16,19,Mika SaloSAL,Tyrrell Yamaha,1:22.144,+2.904s,22
17,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:22.162,+2.922s,30
18,21,Tarso MarquesMAR,Minardi Ford,1:22.447,+3.207s,23
19,20,Pedro LamyLAM,Minardi Ford,1:22.964,+3.724s,30
20,23,Andrea MonterminiMON,Forti Ford,1:25.601,+6.361s,19
21,22,Luca BadoerBAD,Forti Ford,1:26.331,+7.091s,17
