Pos,No,Driver,Car,Time,Gap,Laps
1,7,Mika HakkinenHAK,McLaren Mercedes,1:17.673,,29
2,9,Olivier PanisPAN,Ligier Mugen Honda,1:18.205,+0.532s,25
3,4,Gerhard BergerBER,Benetton Renault,1:18.284,+0.611s,30
4,3,Jean AlesiALE,Benetton Renault,1:18.526,+0.853s,22
5,1,Michael SchumacherMSC,Ferrari,1:18.545,+0.872s,23
6,5,Damon HillHIL,Williams Renault,1:18.598,+0.925s,30
7,6,Jacques VilleneuveVIL,Williams Renault,1:18.992,+1.319s,29
8,8,David CoulthardCOU,McLaren Mercedes,1:18.994,+1.321s,16
9,2,Eddie IrvineIRV,Ferrari,1:19.098,+1.425s,27
10,10,Pedro DinizDIN,Ligier Mugen Honda,1:19.104,+1.431s,22
11,12,Martin BrundleBRU,Jordan Peugeot,1:19.479,+1.806s,27
12,11,Rubens BarrichelloBAR,Jordan Peugeot,1:19.676,+2.003s,13
13,17,Jos VerstappenVER,Footwork Hart,1:19.693,+2.020s,20
14,16,Ricardo RossetROS,Footwork Hart,1:20.195,+2.522s,29
15,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:20.215,+2.542s,30
16,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:20.231,+2.558s,28
17,19,Mika SaloSAL,Tyrrell Yamaha,1:20.455,+2.782s,30
18,20,Pedro LamyLAM,Minardi Ford,1:20.678,+3.005s,30
19,14,Johnny HerbertHER,Sauber Ford,1:21.189,+3.516s,29
20,21,Giancarlo FisichellaFIS,Minardi Ford,1:21.291,+3.618s,30
21,22,Luca BadoerBAD,Forti Ford,1:21.360,+3.687s,8
22,23,Andrea MonterminiMON,Forti Ford,1:23.002,+5.329s,9
