Pos,No,Driver,Car,Time,Gap,Laps
1,3,Jean AlesiALE,Benetton Renault,1:22.498,,25
2,4,Gerhard BergerBER,Benetton Renault,1:22.570,+0.072s,28
3,1,Michael SchumacherMSC,Ferrari,1:22.906,+0.408s,27
4,5,Damon HillHIL,Williams Renault,1:22.958,+0.460s,30
5,11,Rubens BarrichelloBAR,Jordan Peugeot,1:23.026,+0.528s,30
6,2,Eddie IrvineIRV,Ferrari,1:23.148,+0.650s,18
7,12,Martin BrundleBRU,Jordan Peugeot,1:23.208,+0.710s,29
8,6,Jacques VilleneuveVIL,Williams Renault,1:23.546,+1.048s,29
9,9,Olivier PanisPAN,Ligier Mugen Honda,1:23.906,+1.408s,27
10,8,David CoulthardCOU,McLaren Mercedes,1:23.931,+1.433s,21
11,7,Mika HakkinenHAK,McLaren Mercedes,1:23.943,+1.445s,30
12,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:24.201,+1.703s,30
13,21,Giancarlo FisichellaFIS,Minardi Ford,1:24.264,+1.766s,28
14,14,Johnny HerbertHER,Sauber Ford,1:24.427,+1.929s,30
15,20,Pedro LamyLAM,Minardi Ford,1:24.639,+2.141s,26
16,10,Pedro DinizDIN,Ligier Mugen Honda,1:24.701,+2.203s,30
17,17,Jos VerstappenVER,Footwork Hart,1:24.799,+2.301s,30
18,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:25.062,+2.564s,30
19,22,Luca BadoerBAD,Forti Ford,1:25.668,+3.170s,29
20,23,Andrea MonterminiMON,Forti Ford,1:25.815,+3.317s,30
21,19,Mika SaloSAL,Tyrrell Yamaha,1:26.595,+4.097s,8
22,16,Ricardo RossetROS,Footwork Hart,1:27.301,+4.803s,23
