Pos,No,Driver,Car,Time,Gap,Laps
1,2,Eddie IrvineIRV,Ferrari,1:24.331,,28
2,11,Rubens BarrichelloBAR,Jordan Peugeot,1:24.367,+0.036s,20
3,9,Olivier PanisPAN,Ligier Mugen Honda,1:24.450,+0.119s,22
4,5,Damon HillHIL,Williams Renault,1:24.456,+0.125s,30
5,1,Michael SchumacherMSC,Ferrari,1:24.457,+0.126s,21
6,6,Jacques VilleneuveVIL,Williams Renault,1:24.615,+0.284s,30
7,4,Gerhard BergerBER,Benetton Renault,1:24.704,+0.373s,21
8,3,Jean AlesiALE,Benetton Renault,1:24.839,+0.508s,24
9,10,Pedro DinizDIN,Ligier Mugen Honda,1:25.192,+0.861s,26
10,17,Jos VerstappenVER,Footwork Hart,1:25.225,+0.894s,17
11,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:25.256,+0.925s,21
12,14,Johnny HerbertHER,Sauber Ford,1:25.774,+1.443s,19
13,7,Mika HakkinenHAK,McLaren Mercedes,1:25.919,+1.588s,18
14,19,Mika SaloSAL,Tyrrell Yamaha,1:25.945,+1.614s,26
15,12,Martin BrundleBRU,Jordan Peugeot,1:26.343,+2.012s,22
16,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:27.183,+2.852s,23
17,21,Giancarlo FisichellaFIS,Minardi Ford,1:27.332,+3.001s,29
18,20,Pedro LamyLAM,Minardi Ford,1:27.374,+3.043s,30
19,8,David CoulthardCOU,McLaren Mercedes,1:27.522,+3.191s,9
20,16,Ricardo RossetROS,Footwork Hart,1:27.623,+3.292s,19
21,22,Luca BadoerBAD,Forti Ford,1:28.868,+4.537s,27
22,23,Andrea MonterminiMON,Forti Ford,1:28.952,+4.621s,23
