Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:24.399,,25
2,7,Mika HakkinenHAK,McLaren Mercedes,1:24.667,+0.268s,28
3,4,Gerhard BergerBER,Benetton Renault,1:24.829,+0.430s,26
4,2,Eddie IrvineIRV,Ferrari,1:24.988,+0.589s,30
5,6,Jacques VilleneuveVIL,Williams Renault,1:25.055,+0.656s,30
6,3,Jean AlesiALE,Benetton Renault,1:25.335,+0.936s,18
7,5,Damon HillHIL,Williams Renault,1:25.620,+1.221s,30
8,15,Heinz-Harald FrentzenFRE,Sauber Ford,1:25.973,+1.574s,28
9,10,Pedro DinizDIN,Ligier Mugen Honda,1:26.350,+1.951s,30
10,14,Johnny HerbertHER,Sauber Ford,1:26.706,+2.307s,28
11,12,Martin BrundleBRU,Jordan Peugeot,1:26.751,+2.352s,30
12,8,David CoulthardCOU,McLaren Mercedes,1:26.968,+2.569s,14
13,11,Rubens BarrichelloBAR,Jordan Peugeot,1:27.098,+2.699s,14
14,9,Olivier PanisPAN,Ligier Mugen Honda,1:27.177,+2.778s,24
15,17,Jos VerstappenVER,Footwork Hart,1:27.667,+3.268s,30
16,19,Mika SaloSAL,Tyrrell Yamaha,1:28.123,+3.724s,30
17,18,Ukyo KatayamaKAT,Tyrrell Yamaha,1:28.541,+4.142s,30
18,16,Ricardo RossetROS,Footwork Hart,1:28.561,+4.162s,29
19,20,Pedro LamyLAM,Minardi Ford,1:28.764,+4.365s,29
20,21,Giovanni LavaggiLAV,Minardi Ford,1:29.225,+4.826s,30
