Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,44,Lewis HamiltonHAM,Mercedes,29,15:40:07,23.783,23.783
1,4,Lando NorrisNOR,McLaren Mercedes,30,15:41:20,23.874,23.874
1,10,Pierre GaslyGAS,AlphaTauri Honda,30,15:41:23,24.428,24.428
1,5,Sebastian VettelVET,Aston Martin Mercedes,31,15:42:42,24.369,24.369
1,63,George RussellRUS,Williams Mercedes,31,15:43:46,23.928,23.928
1,55,Carlos SainzSAI,Ferrari,32,15:43:47,24.150,24.150
1,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,33,15:45:42,24.521,24.521
1,33,Max VerstappenVER,Red Bull Racing Honda,34,15:46:10,23.746,23.746
1,11,Sergio PerezPER,Red Bull Racing Honda,35,15:47:44,24.548,24.548
1,9,Nikita MazepinMAZ,Haas Ferrari,34,15:48:25,25.202,25.202
1,3,Daniel RicciardoRIC,McLaren Mercedes,36,15:49:52,24.715,24.715
1,31,Esteban OconOCO,Alpine Renault,37,15:50:48,23.935,23.935
1,47,Mick SchumacherMSC,Haas Ferrari,37,15:52:43,24.797,24.797
1,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,43,15:58:41,24.077,24.077
1,6,Nicholas LatifiLAT,Williams Mercedes,43,15:59:23,23.703,23.703
1,14,Fernando AlonsoALO,Alpine Renault,45,16:01:34,23.803,23.803
1,18,Lance StrollSTR,Aston Martin Mercedes,58,16:17:28,23.474,23.474
1,22,Yuki TsunodaTSU,AlphaTauri Honda,64,16:26:09,24.430,24.430
2,44,Lewis HamiltonHAM,Mercedes,67,16:28:48,24.244,48.027
