Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,3,Daniel RicciardoRIC,McLaren Mercedes,21,15:37:18,23.028,23.028
1,14,Fernando AlonsoALO,Alpine Renault,30,15:51:43,29.116,29.116
1,4,Lando NorrisNOR,McLaren Mercedes,34,15:57:20,23.239,23.239
1,6,Nicholas LatifiLAT,Williams Mercedes,34,15:58:22,24.104,24.104
1,22,Yuki TsunodaTSU,AlphaTauri Honda,35,15:59:39,23.329,23.329
1,63,George RussellRUS,Williams Mercedes,35,15:59:42,23.551,23.551
1,33,Max VerstappenVER,Red Bull Racing Honda,36,15:59:52,22.442,22.442
1,55,Carlos SainzSAI,Ferrari,36,16:00:33,28.353,28.353
1,9,Nikita MazepinMAZ,Haas Ferrari,35,16:00:40,23.829,23.829
1,5,Sebastian VettelVET,Aston Martin Mercedes,36,16:00:56,23.500,23.500
1,77,Valtteri BottasBOT,Mercedes,37,16:01:20,22.962,22.962
1,11,Sergio PerezPER,Red Bull Racing Honda,37,16:01:47,22.463,22.463
1,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,37,16:02:50,23.164,23.164
2,5,Sebastian VettelVET,Aston Martin Mercedes,37,16:03:36,23.514,47.014
1,10,Pierre GaslyGAS,AlphaTauri Honda,39,16:05:01,29.310,29.310
1,18,Lance StrollSTR,Aston Martin Mercedes,39,16:05:17,35.509,35.509
1,47,Mick SchumacherMSC,Haas Ferrari,39,16:07:05,23.892,23.892
1,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,40,16:07:22,23.150,23.150
1,16,Charles LeclercLEC,Ferrari,47,16:17:27,23.646,23.646
1,44,Lewis HamiltonHAM,Mercedes,50,16:22:19,22.684,22.684
