Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1,15:05:21,37.190,37.190
1,3,Daniel RicciardoRIC,McLaren Mercedes,22,15:35:18,23.812,23.812
1,5,Sebastian VettelVET,Aston Martin Mercedes,22,15:35:56,25.157,25.157
1,33,Max VerstappenVER,Red Bull Racing Honda,23,15:36:46,32.456,32.456
1,6,Nicholas LatifiLAT,Williams Mercedes,23,15:37:22,24.168,24.168
1,47,Mick SchumacherMSC,Haas Ferrari,23,15:37:49,24.714,24.714
1,4,Lando NorrisNOR,McLaren Mercedes,24,15:38:19,24.168,24.168
1,9,Nikita MazepinMAZ,Haas Ferrari,24,15:39:22,24.928,24.928
1,44,Lewis HamiltonHAM,Mercedes,25,15:39:44,25.619,25.619
1,18,Lance StrollSTR,Aston Martin Mercedes,25,15:40:09,24.846,24.846
1,14,Fernando AlonsoALO,Alpine Renault,25,15:40:14,24.797,24.797
2,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,25,15:40:55,30.551,1:07.741
1,16,Charles LeclercLEC,Ferrari,26,15:41:30,24.557,24.557
1,11,Sergio PerezPER,Red Bull Racing Honda,26,15:41:34,23.906,23.906
1,55,Carlos SainzSAI,Ferrari,26,15:41:48,24.283,24.283
1,77,Valtteri BottasBOT,Mercedes,26,15:41:50,24.308,24.308
1,31,Esteban OconOCO,Alpine Renault,26,15:42:10,30.333,30.333
1,63,George RussellRUS,Williams Mercedes,26,15:42:13,24.156,24.156
1,88,Robert KubicaKUB,Alfa Romeo Racing Ferrari,26,15:42:21,24.501,24.501
2,5,Sebastian VettelVET,Aston Martin Mercedes,26,15:42:41,25.927,51.084
2,9,Nikita MazepinMAZ,Haas Ferrari,28,15:47:13,24.806,49.734
3,9,Nikita MazepinMAZ,Haas Ferrari,39,16:05:25,30.917,1:20.651
