Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,9,Nikita MazepinMAZ,Haas Ferrari,1,14:05:35,30.673,30.673
1,31,Esteban OconOCO,Alpine Renault,3,14:09:03,40.800,40.800
1,6,Nicholas LatifiLAT,Williams Mercedes,5,14:12:39,32.610,32.610
1,14,Fernando AlonsoALO,Alpine Renault,7,14:16:03,23.576,23.576
1,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,8,14:17:44,23.993,23.993
1,22,Yuki TsunodaTSU,AlphaTauri Honda,9,14:19:23,23.802,23.802
1,63,George RussellRUS,Williams Mercedes,9,14:19:32,23.572,23.572
1,33,Max VerstappenVER,Red Bull Racing Honda,10,14:20:36,23.727,23.727
1,4,Lando NorrisNOR,McLaren Mercedes,10,14:21:01,24.385,24.385
1,10,Pierre GaslyGAS,AlphaTauri Honda,10,14:21:07,23.745,23.745
1,3,Daniel RicciardoRIC,McLaren Mercedes,11,14:22:38,24.176,24.176
1,55,Carlos SainzSAI,Ferrari,11,14:22:41,23.414,23.414
1,47,Mick SchumacherMSC,Haas Ferrari,11,14:23:10,24.293,24.293
1,11,Sergio PerezPER,Red Bull Racing Honda,12,14:24:06,25.018,25.018
1,16,Charles LeclercLEC,Ferrari,12,14:24:15,24.011,24.011
1,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,12,14:24:38,24.191,24.191
1,44,Lewis HamiltonHAM,Mercedes,13,14:25:41,24.481,24.481
1,77,Valtteri BottasBOT,Mercedes,15,14:29:44,24.444,24.444
1,5,Sebastian VettelVET,Aston Martin Mercedes,17,14:33:24,24.977,24.977
1,18,Lance StrollSTR,Aston Martin Mercedes,18,14:35:13,23.827,23.827
2,9,Nikita MazepinMAZ,Haas Ferrari,24,14:46:40,24.611,55.284
2,6,Nicholas LatifiLAT,Williams Mercedes,25,14:47:47,23.653,56.263
2,31,Esteban OconOCO,Alpine Renault,25,14:47:50,23.919,1:04.719
2,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,26,14:49:12,23.502,47.495
2,14,Fernando AlonsoALO,Alpine Renault,28,14:52:44,23.844,47.420
2,33,Max VerstappenVER,Red Bull Racing Honda,29,14:52:59,24.052,47.779
2,55,Carlos SainzSAI,Ferrari,29,14:53:43,26.866,50.280
2,11,Sergio PerezPER,Red Bull Racing Honda,30,14:55:02,23.604,48.622
2,3,Daniel RicciardoRIC,McLaren Mercedes,30,14:55:23,24.036,48.212
2,4,Lando NorrisNOR,McLaren Mercedes,30,14:55:31,25.548,49.933
2,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,31,14:57:43,24.090,48.281
2,63,George RussellRUS,Williams Mercedes,31,14:58:07,24.980,48.552
2,16,Charles LeclercLEC,Ferrari,32,14:58:34,23.805,47.816
2,22,Yuki TsunodaTSU,AlphaTauri Honda,32,14:59:23,23.529,47.331
2,77,Valtteri BottasBOT,Mercedes,34,15:02:17,23.619,48.063
2,18,Lance StrollSTR,Aston Martin Mercedes,34,15:03:12,23.455,47.282
2,47,Mick SchumacherMSC,Haas Ferrari,34,15:03:41,24.247,48.540
2,44,Lewis HamiltonHAM,Mercedes,37,15:06:30,23.676,48.157
2,5,Sebastian VettelVET,Aston Martin Mercedes,38,15:09:49,23.849,48.826
3,9,Nikita MazepinMAZ,Haas Ferrari,37,15:09:52,24.169,1:19.453
3,14,Fernando AlonsoALO,Alpine Renault,39,15:11:40,23.314,1:10.734
