Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,11,Sergio PerezPER,Red Bull Racing Honda,2,18:11:56,23.993,23.993
1,10,Pierre GaslyGAS,AlphaTauri Honda,4,18:16:14,38.338,38.338
1,14,Fernando AlonsoALO,Alpine Renault,11,18:27:32,24.373,24.373
1,4,Lando NorrisNOR,McLaren Mercedes,12,18:29:05,24.899,24.899
1,16,Charles LeclercLEC,Ferrari,12,18:29:06,24.925,24.925
1,18,Lance StrollSTR,Aston Martin Mercedes,12,18:29:09,24.884,24.884
1,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,12,18:29:14,31.998,31.998
1,44,Lewis HamiltonHAM,Mercedes,13,18:30:29,24.839,24.839
1,3,Daniel RicciardoRIC,McLaren Mercedes,13,18:30:45,24.688,24.688
1,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,13,18:30:52,24.107,24.107
1,31,Esteban OconOCO,Alpine Renault,13,18:30:55,25.226,25.226
1,63,George RussellRUS,Williams Mercedes,13,18:31:02,24.621,24.621
1,6,Nicholas LatifiLAT,Williams Mercedes,14,18:32:44,26.046,26.046
1,47,Mick SchumacherMSC,Haas Ferrari,14,18:32:58,25.798,25.798
1,55,Carlos SainzSAI,Ferrari,15,18:34:04,24.353,24.353
1,22,Yuki TsunodaTSU,AlphaTauri Honda,15,18:34:12,25.046,25.046
1,77,Valtteri BottasBOT,Mercedes,16,18:35:24,24.262,24.262
1,33,Max VerstappenVER,Red Bull Racing Honda,17,18:36:54,24.767,24.767
2,11,Sergio PerezPER,Red Bull Racing Honda,19,18:40:35,24.105,48.098
2,10,Pierre GaslyGAS,AlphaTauri Honda,19,18:41:17,24.317,1:02.655
1,5,Sebastian VettelVET,Aston Martin Mercedes,24,18:49:08,24.626,24.626
2,44,Lewis HamiltonHAM,Mercedes,28,18:54:40,24.076,48.915
2,18,Lance StrollSTR,Aston Martin Mercedes,28,18:55:23,25.525,50.409
2,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,29,18:57:06,24.046,48.153
2,14,Fernando AlonsoALO,Alpine Renault,29,18:57:13,24.775,49.148
2,77,Valtteri BottasBOT,Mercedes,30,18:57:58,32.897,57.159
2,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,30,18:58:53,24.223,56.221
2,31,Esteban OconOCO,Alpine Renault,31,19:00:29,24.471,49.697
2,16,Charles LeclercLEC,Ferrari,32,19:01:40,24.176,49.101
2,3,Daniel RicciardoRIC,McLaren Mercedes,32,19:01:44,24.655,49.343
2,6,Nicholas LatifiLAT,Williams Mercedes,32,19:02:32,23.983,50.029
2,4,Lando NorrisNOR,McLaren Mercedes,33,19:03:11,25.640,50.539
2,22,Yuki TsunodaTSU,AlphaTauri Honda,33,19:03:36,24.328,49.374
2,47,Mick SchumacherMSC,Haas Ferrari,33,19:04:27,25.343,51.141
2,63,George RussellRUS,Williams Mercedes,36,19:08:48,24.248,48.869
2,55,Carlos SainzSAI,Ferrari,37,19:09:53,24.341,48.694
3,11,Sergio PerezPER,Red Bull Racing Honda,38,19:11:20,24.191,1:12.289
2,33,Max VerstappenVER,Red Bull Racing Honda,39,19:12:13,23.848,48.615
3,10,Pierre GaslyGAS,AlphaTauri Honda,39,19:13:55,24.983,1:27.638
3,77,Valtteri BottasBOT,Mercedes,54,19:36:21,24.566,1:21.725
