Pos,No,Driver,Car,Time
1,4,Lando NorrisNOR,McLaren Mercedes,1:41.993
2,55,Carlos SainzSAI,Ferrari,1:42.510
3,63,George RussellRUS,Williams Mercedes,1:42.983
4,44,Lewis HamiltonHAM,Mercedes,1:44.050
5,3,Daniel RicciardoRIC,McLaren Mercedes,1:44.156
6,14,Fernando AlonsoALO,Alpine Renault,1:44.204
7,18,Lance StrollSTR,Aston Martin Mercedes,1:44.956
8,11,Sergio PerezPER,Red Bull Racing Honda,1:45.337
9,31,Esteban OconOCO,Alpine Renault,1:45.865
10,5,Sebastian VettelVET,Aston Martin Mercedes,1:46.573
11,10,Pierre GaslyGAS,AlphaTauri Honda,1:46.641
12,22,Yuki TsunodaTSU,AlphaTauri Honda,1:46.751
13,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:49.586
14,47,Mick SchumacherMSC,Haas Ferrari,1:49.830
15,9,Nikita MazepinMAZ,Haas Ferrari,1:53.764
16,77,Valtteri BottasBOT,Mercedes,1:44.710
17,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:51.023
18,6,Nicholas LatifiLAT,Williams Mercedes,
19,16,Charles LeclercLEC,Ferrari,
20,33,Max VerstappenVER,Red Bull Racing Honda,
