Pos,No,Driver,Car,Time
1,33,Max VerstappenVER,Red Bull Racing Honda,1:29.990
2,44,Lewis HamiltonHAM,Mercedes,1:30.248
3,77,Valtteri BottasBOT,Mercedes,1:30.376
4,11,Sergio PerezPER,Red Bull Racing Honda,1:30.445
5,55,Carlos SainzSAI,Ferrari,1:30.840
6,10,Pierre GaslyGAS,AlphaTauri Honda,1:30.868
7,16,Charles LeclercLEC,Ferrari,1:30.987
8,4,Lando NorrisNOR,McLaren Mercedes,1:31.252
9,14,Fernando AlonsoALO,Alpine Renault,1:31.340
10,3,Daniel RicciardoRIC,McLaren Mercedes,1:31.382
11,31,Esteban OconOCO,Alpine Renault,1:31.736
12,5,Sebastian VettelVET,Aston Martin Mercedes,1:31.767
13,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:31.813
14,63,George RussellRUS,Williams Mercedes,1:32.065
15,47,Mick SchumacherMSC,Haas Ferrari,
16,6,Nicholas LatifiLAT,Williams Mercedes,1:33.062
17,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:33.354
18,9,Nikita MazepinMAZ,Haas Ferrari,1:33.554
19,18,Lance StrollSTR,Aston Martin Mercedes,2:12.584
