Pos,No,Driver,Car,Time
1,77,Valtteri BottasBOT,Mercedes,1:15.875
2,44,Lewis HamiltonHAM,Mercedes,1:16.020
3,33,Max VerstappenVER,Red Bull Racing Honda,1:16.225
4,11,Sergio PerezPER,Red Bull Racing Honda,1:16.342
5,10,Pierre GaslyGAS,AlphaTauri Honda,1:16.456
6,55,Carlos SainzSAI,Ferrari,1:16.761
7,3,Daniel RicciardoRIC,McLaren Mercedes,1:16.763
8,16,Charles LeclercLEC,Ferrari,1:16.837
9,5,Sebastian VettelVET,Aston Martin Mercedes,1:17.746
10,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:17.958
11,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:18.290
12,14,Fernando AlonsoALO,Alpine Renault,1:18.452
13,6,Nicholas LatifiLAT,Williams Mercedes,1:18.756
14,47,Mick SchumacherMSC,Haas Ferrari,1:18.858
15,9,Nikita MazepinMAZ,Haas Ferrari,1:19.303
16,63,George RussellRUS,Williams Mercedes,1:18.172
17,22,Yuki TsunodaTSU,AlphaTauri Honda,1:17.158
18,4,Lando NorrisNOR,McLaren Mercedes,1:36.830
19,31,Esteban OconOCO,Alpine Renault,1:18.405
20,18,Lance StrollSTR,Aston Martin Mercedes,1:20.873
