Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:16.741
2,33,Max VerstappenVER,Red Bull Racing Honda,1:16.777
3,77,Valtteri BottasBOT,Mercedes,1:16.873
4,16,Charles LeclercLEC,Ferrari,1:17.510
5,31,Esteban OconOCO,Alpine Renault,1:17.580
6,55,Carlos SainzSAI,Ferrari,1:17.620
7,3,Daniel RicciardoRIC,McLaren Mercedes,1:17.622
8,11,Sergio PerezPER,Red Bull Racing Honda,1:17.701
9,4,Lando NorrisNOR,McLaren Mercedes,1:18.010
10,14,Fernando AlonsoALO,Alpine Renault,1:18.147
11,18,Lance StrollSTR,Aston Martin Mercedes,1:17.974
12,10,Pierre GaslyGAS,AlphaTauri Honda,1:17.982
13,5,Sebastian VettelVET,Aston Martin Mercedes,1:18.079
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:18.356
15,63,George RussellRUS,Williams Mercedes,1:19.154
16,22,Yuki TsunodaTSU,AlphaTauri Honda,1:18.556
17,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:18.917
18,47,Mick SchumacherMSC,Haas Ferrari,1:19.117
19,6,Nicholas LatifiLAT,Williams Mercedes,1:19.219
20,9,Nikita MazepinMAZ,Haas Ferrari,1:19.807
