Pos,No,Driver,Car,Time
1,33,Max VerstappenVER,Red Bull Racing Honda,1:03.720
2,4,Lando NorrisNOR,McLaren Mercedes,1:03.768
3,11,Sergio PerezPER,Red Bull Racing Honda,1:03.990
4,44,Lewis HamiltonHAM,Mercedes,1:04.014
5,77,Valtteri BottasBOT,Mercedes,1:04.049
6,10,Pierre GaslyGAS,AlphaTauri Honda,1:04.107
7,22,Yuki TsunodaTSU,AlphaTauri Honda,1:04.273
8,63,George RussellRUS,Williams Mercedes,1:04.591
9,18,Lance StrollSTR,Aston Martin Mercedes,1:04.618
10,55,Carlos SainzSAI,Ferrari,1:04.559
11,5,Sebastian VettelVET,Aston Martin Mercedes,1:04.570
12,16,Charles LeclercLEC,Ferrari,1:04.600
13,3,Daniel RicciardoRIC,McLaren Mercedes,1:04.719
14,14,Fernando AlonsoALO,Alpine Renault,1:04.856
15,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:05.083
16,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:05.009
17,31,Esteban OconOCO,Alpine Renault,1:05.051
18,6,Nicholas LatifiLAT,Williams Mercedes,1:05.195
19,47,Mick SchumacherMSC,Haas Ferrari,1:05.427
20,9,Nikita MazepinMAZ,Haas Ferrari,1:05.951
