Pos,No,Driver,Car,Time
1,16,Charles LeclercLEC,Ferrari,1:10.346
2,33,Max VerstappenVER,Red Bull Racing Honda,1:10.576
3,77,Valtteri BottasBOT,Mercedes,1:10.601
4,55,Carlos SainzSAI,Ferrari,1:10.611
5,4,Lando NorrisNOR,McLaren Mercedes,1:10.620
6,10,Pierre GaslyGAS,AlphaTauri Honda,1:10.900
7,44,Lewis HamiltonHAM,Mercedes,1:11.095
8,5,Sebastian VettelVET,Aston Martin Mercedes,1:11.419
9,11,Sergio PerezPER,Red Bull Racing Honda,1:11.573
10,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:11.779
11,31,Esteban OconOCO,Alpine Renault,1:11.486
12,3,Daniel RicciardoRIC,McLaren Mercedes,1:11.598
13,18,Lance StrollSTR,Aston Martin Mercedes,1:11.600
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:11.642
15,63,George RussellRUS,Williams Mercedes,1:11.830
16,22,Yuki TsunodaTSU,AlphaTauri Honda,1:12.096
17,14,Fernando AlonsoALO,Alpine Renault,1:12.205
18,6,Nicholas LatifiLAT,Williams Mercedes,1:12.366
19,9,Nikita MazepinMAZ,Haas Ferrari,1:12.958
20,47,Mick SchumacherMSC,Haas Ferrari,
