Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:15.419
2,77,Valtteri BottasBOT,Mercedes,1:15.734
3,33,Max VerstappenVER,Red Bull Racing Honda,1:15.840
4,11,Sergio PerezPER,Red Bull Racing Honda,1:16.421
5,10,Pierre GaslyGAS,AlphaTauri Honda,1:16.483
6,4,Lando NorrisNOR,McLaren Mercedes,1:16.489
7,16,Charles LeclercLEC,Ferrari,1:16.496
8,31,Esteban OconOCO,Alpine Renault,1:16.653
9,14,Fernando AlonsoALO,Alpine Renault,1:16.715
10,5,Sebastian VettelVET,Aston Martin Mercedes,1:16.750
11,3,Daniel RicciardoRIC,McLaren Mercedes,1:16.871
12,18,Lance StrollSTR,Aston Martin Mercedes,1:16.893
13,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:17.564
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:17.583
15,55,Carlos SainzSAI,Ferrari,
16,22,Yuki TsunodaTSU,AlphaTauri Honda,1:17.919
17,63,George RussellRUS,Williams Mercedes,1:17.944
18,6,Nicholas LatifiLAT,Williams Mercedes,1:18.036
19,9,Nikita MazepinMAZ,Haas Ferrari,1:18.922
20,47,Mick SchumacherMSC,Haas Ferrari,
