Pos,No,Driver,Car,Time
1,33,Max VerstappenVER,Red Bull Racing Honda,1:59.765
2,63,George RussellRUS,Williams Mercedes,2:00.086
3,44,Lewis HamiltonHAM,Mercedes,2:00.099
4,3,Daniel RicciardoRIC,McLaren Mercedes,2:00.864
5,5,Sebastian VettelVET,Aston Martin Mercedes,2:00.935
6,10,Pierre GaslyGAS,AlphaTauri Honda,2:01.164
7,11,Sergio PerezPER,Red Bull Racing Honda,2:02.112
8,31,Esteban OconOCO,Alpine Renault,2:03.513
9,16,Charles LeclercLEC,Ferrari,1:57.721
10,6,Nicholas LatifiLAT,Williams Mercedes,1:58.056
11,55,Carlos SainzSAI,Ferrari,1:58.137
12,14,Fernando AlonsoALO,Alpine Renault,1:58.205
13,77,Valtteri BottasBOT,Mercedes,2:02.502
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,2:02.306
15,4,Lando NorrisNOR,McLaren Mercedes,
16,22,Yuki TsunodaTSU,AlphaTauri Honda,2:02.413
17,47,Mick SchumacherMSC,Haas Ferrari,2:03.973
18,9,Nikita MazepinMAZ,Haas Ferrari,2:04.939
19,18,Lance StrollSTR,Aston Martin Mercedes,1:58.231
20,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,2:04.452
