Pos,No,Driver,Car,Time
1,33,Max VerstappenVER,Red Bull Racing Honda,1:32.910
2,44,Lewis HamiltonHAM,Mercedes,1:33.119
3,11,Sergio PerezPER,Red Bull Racing Honda,1:33.134
4,16,Charles LeclercLEC,Ferrari,1:33.606
5,55,Carlos SainzSAI,Ferrari,1:33.792
6,3,Daniel RicciardoRIC,McLaren Mercedes,1:33.808
7,4,Lando NorrisNOR,McLaren Mercedes,1:33.887
8,10,Pierre GaslyGAS,AlphaTauri Honda,1:34.118
9,77,Valtteri BottasBOT,Mercedes,1:33.475
10,22,Yuki TsunodaTSU,AlphaTauri Honda,1:34.918
11,31,Esteban OconOCO,Alpine Renault,1:35.377
12,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:35.794
13,18,Lance StrollSTR,Aston Martin Mercedes,1:35.983
14,6,Nicholas LatifiLAT,Williams Mercedes,1:35.995
15,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:36.311
16,47,Mick SchumacherMSC,Haas Ferrari,1:36.499
17,9,Nikita MazepinMAZ,Haas Ferrari,1:36.796
18,5,Sebastian VettelVET,Aston Martin Mercedes,1:35.500
19,14,Fernando AlonsoALO,Alpine Renault,1:44.549
20,63,George RussellRUS,Williams Mercedes,
