Pos,No,Driver,Car,Time
1,77,Valtteri BottasBOT,Mercedes,1:22.998
2,33,Max VerstappenVER,Red Bull Racing Honda,1:23.196
3,16,Charles LeclercLEC,Ferrari,1:23.265
4,10,Pierre GaslyGAS,AlphaTauri Honda,1:23.326
5,14,Fernando AlonsoALO,Alpine Renault,1:23.477
6,11,Sergio PerezPER,Red Bull Racing Honda,1:23.706
7,4,Lando NorrisNOR,McLaren Mercedes,1:23.954
8,18,Lance StrollSTR,Aston Martin Mercedes,1:24.305
9,22,Yuki TsunodaTSU,AlphaTauri Honda,1:24.368
10,5,Sebastian VettelVET,Aston Martin Mercedes,1:24.795
11,44,Lewis HamiltonHAM,Mercedes,1:22.868
12,31,Esteban OconOCO,Alpine Renault,1:24.842
13,63,George RussellRUS,Williams Mercedes,1:25.007
14,47,Mick SchumacherMSC,Haas Ferrari,1:25.200
15,6,Nicholas LatifiLAT,Williams Mercedes,1:26.086
16,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:26.430
17,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:27.525
18,9,Nikita MazepinMAZ,Haas Ferrari,1:28.449
19,55,Carlos SainzSAI,Ferrari,
20,3,Daniel RicciardoRIC,McLaren Mercedes,1:25.881
