Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Ayrton SennaSEN,McLaren Honda,58,1:26:51.245,9
2,2,Alain ProstPRO,McLaren Honda,58,+40.225s,6
3,19,Alessandro NanniniNAN,Benetton Ford,57,+1 lap,4
4,5,Thierry BoutsenBOU,Williams Renault,57,+1 lap,3
5,9,Derek WarwickWAR,Arrows Ford,57,+1 lap,2
6,3,Jonathan  PalmerPAL,Tyrrell Ford,57,+1 lap,1
7,21,Alex CaffiCAF,Dallara Ford,57,+1 lap,0
8,40,Gabriele TarquiniTAR,AGS Ford,57,+1 lap,0
9,10,Eddie  CheeverCHE,Arrows Ford,56,+2 laps,0
10,22,Andrea de CesarisDEC,Dallara Ford,56,+2 laps,0
11,20,Johnny HerbertHER,Benetton Ford,56,+2 laps,0
12,17,Nicola LariniLAR,Osella Ford,52,DNF,0
NC,7,Martin BrundleBRU,Brabham Judd,51,DNF,0
NC,12,Satoru NakajimaNAK,Lotus Judd,46,+12 laps,0
NC,24,Luis Perez-SalaPER,Minardi Ford,43,DNF,0
NC,15,Mauricio GugelminGUG,March Judd,39,DNF,0
NC,11,Nelson PiquetPIQ,Lotus Judd,29,DNF,0
NC,27,Nigel MansellMAN,Ferrari,23,DNF,0
NC,6,Riccardo PatresePAT,Williams Renault,21,DNF,0
NC,8,Stefano ModenaMOD,Brabham Judd,19,DNF,0
NC,23,Pierluigi MartiniMAR,Minardi Ford,6,DNF,0
NC,26,Olivier GrouillardGRO,Ligier Ford,4,DNF,0
NC,28,Gerhard BergerBER,Ferrari,3,DNF,0
NC,16,Ivan CapelliCAP,March Judd,1,DNF,0
