Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Ayrton SennaSEN,McLaren Honda,72,1:47:48.264,9
2,28,Gerhard BergerBER,Ferrari,72,+27.051s,6
3,2,Alain ProstPRO,McLaren Honda,72,+53.788s,4
4,4,Jean AlesiALE,Tyrrell Ford,71,+1 lap,3
5,6,Riccardo PatresePAT,Williams Renault,71,+1 lap,2
6,30,Philippe AlliotALL,Lola Lamborghini,71,+1 lap,1
7,22,Andrea de CesarisDEC,Dallara Ford,71,+1 lap,0
8,11,Nelson PiquetPIQ,Lotus Judd,70,+2 laps,0
9,9,Derek WarwickWAR,Arrows Ford,70,+2 laps,0
10,3,Jonathan  PalmerPAL,Tyrrell Ford,70,+2 laps,0
NC,10,Eddie  CheeverCHE,Arrows Ford,60,DNF,0
NC,20,Emanuele PirroPIR,Benetton Ford,58,DNF,0
NC,21,Alex CaffiCAF,Dallara Ford,54,DNF,0
NC,7,Martin BrundleBRU,Brabham Judd,50,DNF,0
NC,15,Mauricio GugelminGUG,March Judd,46,DNF,0
NC,24,Luis Perez-SalaPER,Minardi Ford,46,DNF,0
NC,5,Thierry BoutsenBOU,Williams Renault,39,DNF,0
NC,26,Olivier GrouillardGRO,Ligier Ford,33,DNF,0
NC,23,Pierluigi MartiniMAR,Minardi Ford,26,DNF,0
NC,16,Ivan CapelliCAP,March Judd,22,DNF,0
NC,37,Jyrki JarvilehtoJAR,Onyx Ford,19,DNF,0
NC,18,Piercarlo GhinzaniGHI,Osella Ford,16,DNF,0
NC,19,Alessandro NanniniNAN,Benetton Ford,13,DNF,0
NC,8,Stefano ModenaMOD,Brabham Judd,10,DNF,0
NC,17,Nicola LariniLAR,Osella Ford,5,DNF,0
