Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Ayrton SennaSEN,McLaren Honda,45,1:21:43.302,9
2,2,Alain ProstPRO,McLaren Honda,45,+18.151s,6
3,27,Nigel MansellMAN,Ferrari,45,+83.254s,4
4,6,Riccardo PatresePAT,Williams Renault,44,+1 lap,3
5,11,Nelson PiquetPIQ,Lotus Judd,44,+1 lap,2
6,9,Derek WarwickWAR,Arrows Ford,44,+1 lap,1
7,22,Andrea de CesarisDEC,Dallara Ford,44,+1 lap,0
8,7,Martin BrundleBRU,Brabham Judd,44,+1 lap,0
9,23,Pierluigi MartiniMAR,Minardi Ford,44,+1 lap,0
10,4,Jean AlesiALE,Tyrrell Ford,43,+2 laps,0
11,25,Rene ArnouxARN,Ligier Ford,42,+3 laps,0
12,10,Eddie  CheeverCHE,Arrows Ford,40,DNF,0
NC,8,Stefano ModenaMOD,Brabham Judd,37,DNF,0
NC,12,Satoru NakajimaNAK,Lotus Judd,36,DNF,0
NC,16,Ivan CapelliCAP,March Judd,32,DNF,0
NC,15,Mauricio GugelminGUG,March Judd,28,DNF,0
NC,20,Emanuele PirroPIR,Benetton Ford,26,DNF,0
NC,30,Philippe AlliotALL,Lola Lamborghini,20,DNF,0
NC,3,Jonathan  PalmerPAL,Tyrrell Ford,16,DNF,0
NC,28,Gerhard BergerBER,Ferrari,13,DNF,0
NC,36,Stefan JohanssonJOH,Onyx Ford,8,DNF,0
NC,19,Alessandro NanniniNAN,Benetton Ford,6,DNF,0
NC,5,Thierry BoutsenBOU,Williams Renault,4,DNF,0
NC,21,Alex CaffiCAF,Dallara Ford,2,DNF,0
NC,29,Michele AlboretoALB,Lola Lamborghini,1,DNF,0
