Pos,No,Driver,Car,Laps,Time/retired,Pts
1,27,Nigel MansellMAN,Ferrari,77,1:49:38.650,9
2,1,Ayrton SennaSEN,McLaren Honda,77,+25.967s,6
3,5,Thierry BoutsenBOU,Williams Renault,77,+38.354s,4
4,2,Alain ProstPRO,McLaren Honda,77,+44.177s,3
5,10,Eddie  CheeverCHE,Arrows Ford,77,+45.106s,2
6,11,Nelson PiquetPIQ,Lotus Judd,77,+72.039s,1
7,21,Alex CaffiCAF,Dallara Ford,77,+84.225s,0
8,20,Emanuele PirroPIR,Benetton Ford,76,+1 lap,0
9,4,Jean AlesiALE,Tyrrell Ford,76,+1 lap,0
10,9,Derek WarwickWAR,Arrows Ford,76,+1 lap,0
11,8,Stefano ModenaMOD,Brabham Judd,76,+1 lap,0
12,7,Martin BrundleBRU,Brabham Judd,75,+2 laps,0
13,3,Jonathan  PalmerPAL,Tyrrell Ford,73,+4 laps,0
NC,24,Luis Perez-SalaPER,Minardi Ford,57,DNF,0
NC,28,Gerhard BergerBER,Ferrari,56,DNF,0
NC,6,Riccardo PatresePAT,Williams Renault,54,DNF,0
NC,36,Stefan JohanssonJOH,Onyx Ford,48,DNF,0
NC,19,Alessandro NanniniNAN,Benetton Ford,46,DNF,0
NC,37,Bertrand GachotGAC,Onyx Ford,38,DNF,0
NC,12,Satoru NakajimaNAK,Lotus Judd,33,DNF,0
NC,15,Mauricio GugelminGUG,March Judd,27,DNF,0
NC,16,Ivan CapelliCAP,March Judd,26,DNF,0
NC,29,Michele AlboretoALB,Lola Lamborghini,26,DNF,0
NC,18,Piercarlo GhinzaniGHI,Osella Ford,20,DNF,0
NC,23,Pierluigi MartiniMAR,Minardi Ford,19,DNF,0
