Pos,No,Driver,Car,Time
1,7,Stirling MossMOS,Lotus Climax,1:33.200
2,11,Jack BrabhamBRA,Cooper Climax,1:33.400
3,4,Innes IrelandIRE,Lotus Climax,1:33.900
4,14,Jo BonnierBON,BRM,1:34.300
5,16,Graham HillHIL,BRM,1:35.100
6,15,Dan GurneyGUR,BRM,1:35.200
7,8,Chris  Bristow BRI,Cooper Climax,1:35.300
8,5,Alan  Stacey STA,Lotus Climax,1:35.400
9,12,Bruce McLarenMCL,Cooper Climax,1:35.700
10,9,Tony BrooksBRO,Cooper Climax,1:36.000
11,6,Jim ClarkCLA,Lotus Climax,1:36.300
12,3,Richie GintherGIN,Ferrari,1:36.300
13,1,Phil HillHIL,Ferrari,1:36.400
14,10,Henry TaylorTAY,Cooper Climax,1:36.400
15,2,Wolfgang von TripsVON,Ferrari,1:36.700
16,18,Maurice  TrintignantTRI,Cooper Maserati,1:38.500
17,20,Carel Godin de Beaufort DEB,Cooper Climax,1:41.700
