Pos,No,Driver,Car,Time
1,1,Jack BrabhamBRA,Cooper Climax,1:34.600
2,4,Graham HillHIL,BRM,1:35.600
3,2,Bruce McLarenMCL,Cooper Climax,1:36.000
4,6,Jo BonnierBON,BRM,1:36.200
5,7,Innes IrelandIRE,Lotus Climax,1:36.200
6,5,Dan GurneyGUR,BRM,1:36.600
7,11,Wolfgang von TripsVON,Ferrari,1:37.000
8,8,Jim ClarkCLA,Lotus Climax,1:37.000
9,12,Tony BrooksBRO,Cooper Climax,1:37.600
10,10,Phil HillHIL,Ferrari,1:37.800
11,9,John SurteesSUR,Lotus Climax,1:38.600
12,14,Olivier  GendebienGEN,Cooper Climax,1:39.200
13,18,Roy SalvadoriSAL,Aston Martin,1:39.400
14,16,Masten GregoryGRE,Cooper Maserati,1:39.800
15,23,Jack  FairmanFAI,Cooper Climax,1:39.800
16,15,Henry TaylorTAY,Cooper Climax,1:40.000
17,24,Lucien BianchiBIA,Cooper Climax,1:40.200
18,25,Brian  Naylor NAY,JBW Maserati,1:41.200
19,3,Chuck  Daigh DAI,Cooper Climax,1:42.400
20,17,Ian Burgess BUR,Cooper Maserati,1:42.600
21,19,Maurice  TrintignantTRI,Aston Martin,1:43.800
22,22,Keith  Greene GRE,Cooper Maserati,1:45.800
23,26,David  Piper PIP,Lotus Climax,2:05.600
24,21,Gino  Munaron MUN,Cooper Maserati,
