Pos,No,Driver,Car,Time
1,5,Stirling MossMOS,Lotus Climax,1:54.400
2,2,Jack BrabhamBRA,Cooper Climax,1:55.000
3,16,Dan GurneyGUR,BRM,1:55.200
4,15,Jo BonnierBON,BRM,1:55.600
5,12,Jim ClarkCLA,Lotus Climax,1:55.600
6,11,John SurteesSUR,Lotus Climax,1:56.600
7,10,Innes IrelandIRE,Lotus Climax,1:57.000
8,7,Olivier  GendebienGEN,Cooper Climax,1:57.200
9,6,Tony BrooksBRO,Cooper Climax,1:57.200
10,3,Bruce McLarenMCL,Cooper Climax,1:57.400
11,17,Graham HillHIL,BRM,1:57.600
12,24,Jim  Hall HAL,Lotus Climax,1:58.200
13,9,Phil HillHIL,Cooper Climax,1:58.800
14,8,Henry TaylorTAY,Cooper Climax,1:59.000
15,14,Roy SalvadoriSAL,Cooper Climax,1:59.600
16,26,Wolfgang von TripsVON,Cooper Maserati,2:01.400
17,21,Brian  Naylor NAY,JBW Maserati,2:02.200
18,23,Chuck  Daigh DAI,Scarab,2:02.600
19,18,Maurice  TrintignantTRI,Cooper Maserati,2:03.200
20,25,Pete  Lovely LOV,Cooper Castellotti,2:03.400
21,4,Ron FlockhartFLO,Cooper Climax,2:04.400
22,20,Bob  DrakeDRA,Maserati,2:05.400
23,19,Ian Burgess BUR,Cooper Maserati,2:06.600
