Pos,No,Driver,Car,Time
1,28,Stirling MossMOS,Lotus Climax,1:36.300
2,8,Jack BrabhamBRA,Cooper Climax,1:37.300
3,18,Tony BrooksBRO,Cooper Climax,1:37.700
4,16,Chris  Bristow BRI,Cooper Climax,1:37.700
5,2,Jo BonnierBON,BRM,1:37.700
6,6,Graham HillHIL,BRM,1:38.000
7,22,Innes IrelandIRE,Lotus Climax,1:38.200
8,38,Wolfgang von TripsVON,Ferrari,1:38.300
9,34,Richie GintherGIN,Ferrari,1:38.600
10,36,Phil HillHIL,Ferrari,1:38.600
11,10,Bruce McLarenMCL,Cooper Climax,1:38.600
12,14,Roy SalvadoriSAL,Cooper Climax,1:38.700
13,24,Alan  Stacey STA,Lotus Climax,1:38.900
14,4,Dan GurneyGUR,BRM,1:38.900
15,26,John SurteesSUR,Lotus Climax,1:39.000
16,44,Maurice  TrintignantTRI,Cooper Maserati,1:39.100
