Pos,No,Driver,Car,Time
1,36,Stirling MossMOS,Lotus Climax,1:36.900
2,20,Innes IrelandIRE,Lotus Climax,1:38.500
3,42,Graham HillHIL,BRM,1:38.900
4,40,Jo BonnierBON,BRM,1:38.900
5,30,Wolfgang von TripsVON,Ferrari,1:39.200
6,26,Phil HillHIL,Ferrari,1:39.300
7,24,Cliff AllisonALL,Ferrari,1:39.700
8,38,Maurice  TrintignantTRI,Lotus Climax,1:39.900
9,34,Harry SchellSCH,Cooper Climax,1:40.300
10,18,Jack BrabhamBRA,Cooper Climax,1:40.600
11,32,Jose Froilan GonzalezGON,Ferrari,1:41.000
12,6,Carlos MenditeguyMEN,Cooper Maserati,1:41.800
13,16,Bruce McLarenMCL,Cooper Climax,1:41.800
14,22,Alan  Stacey STA,Lotus Climax,1:43.600
15,46,Alberto Rodriguez LarretaROD,Lotus Climax,1:45.000
16,2,Masten GregoryGRE,Behra-Porsche,1:45.500
17,4,Roberto BonomiBON,Cooper Maserati,1:46.100
18,8,Giorgio  Scarlatti SCA,Maserati,1:46.100
19,14,Gino  Munaron MUN,Maserati,1:49.000
20,10,Nasif EstefanoEST,Maserati,1:50.100
21,44,Ettore  Chimeri CHI,Maserati,1:50.500
22,12,Antonio  Creus CRE,Maserati,1:52.800
