Pos,No,Driver,Car,Time
1,16,Jack BrabhamBRA,Cooper Climax,2:16.800
2,2,Phil HillHIL,Ferrari,2:18.200
3,12,Graham HillHIL,BRM,2:18.400
4,20,Innes IrelandIRE,Lotus Climax,2:18.500
5,6,Willy MairesseMAI,Ferrari,2:19.300
6,4,Wolfgang von TripsVON,Ferrari,2:19.400
7,10,Dan GurneyGUR,BRM,2:19.400
8,22,Ron FlockhartFLO,Lotus Climax,2:19.500
9,18,Bruce McLarenMCL,Cooper Climax,2:19.600
10,8,Jo BonnierBON,BRM,2:19.800
11,44,Olivier  GendebienGEN,Cooper Climax,2:20.000
12,24,Jim ClarkCLA,Lotus Climax,2:20.300
13,46,Henry TaylorTAY,Cooper Climax,2:22.800
14,14,Tony BrooksBRO,Vanwall,2:23.300
15,36,Lucien BianchiBIA,Cooper Climax,2:23.600
16,48,Bruce  Halford HAL,Cooper Climax,2:23.600
17,40,Masten GregoryGRE,Cooper Maserati,2:24.300
18,38,Maurice  TrintignantTRI,Cooper Maserati,2:24.700
19,30,Gino  Munaron MUN,Cooper Maserati,2:31.300
20,42,Ian Burgess BUR,Cooper Maserati,2:36.700
